"Step","2of3 - accuracy","2of3 - accuracy__MIN","2of3 - accuracy__MAX","2of3 - test_accuracy","2of3 - test_accuracy__MIN","2of3 - test_accuracy__MAX","2of3 - err1","2of3 - err1__MIN","2of3 - err1__MAX","2of3 - err2","2of3 - err2__MIN","2of3 - err2__MAX","2of3 - test_err1","2of3 - test_err1__MIN","2of3 - test_err1__MAX","2of3 - test_err2","2of3 - test_err2__MIN","2of3 - test_err2__MAX","2of3 - loss","2of3 - loss__MIN","2of3 - loss__MAX","1of3 - accuracy","1of3 - accuracy__MIN","1of3 - accuracy__MAX","1of3 - test_accuracy","1of3 - test_accuracy__MIN","1of3 - test_accuracy__MAX","1of3 - err1","1of3 - err1__MIN","1of3 - err1__MAX","1of3 - err2","1of3 - err2__MIN","1of3 - err2__MAX","1of3 - test_err1","1of3 - test_err1__MIN","1of3 - test_err1__MAX","1of3 - test_err2","1of3 - test_err2__MIN","1of3 - test_err2__MAX","1of3 - loss","1of3 - loss__MIN","1of3 - loss__MAX","0of3 - accuracy","0of3 - accuracy__MIN","0of3 - accuracy__MAX","0of3 - test_accuracy","0of3 - test_accuracy__MIN","0of3 - test_accuracy__MAX","0of3 - err1","0of3 - err1__MIN","0of3 - err1__MAX","0of3 - err2","0of3 - err2__MIN","0of3 - err2__MAX","0of3 - test_err1","0of3 - test_err1__MIN","0of3 - test_err1__MAX","0of3 - test_err2","0of3 - test_err2__MIN","0of3 - test_err2__MAX","0of3 - loss","0of3 - loss__MIN","0of3 - loss__MAX"
"216","0.83984375","0.83984375","0.83984375","0.8564453125","0.8564453125","0.8564453125","0.16015625","0.16015625","0.16015625","0","0","0","0.1435546875","0.1435546875","0.1435546875","0","0","0","0.056804095871484606","0.056804095871484606","0.056804095871484606","0.8408203125","0.8408203125","0.8408203125","0.7724609375","0.7724609375","0.7724609375","0.158203125","0.158203125","0.158203125","0.0009765625","0.0009765625","0.0009765625","0.2275390625","0.2275390625","0.2275390625","0","0","0","0.05859519280784298","0.05859519280784298","0.05859519280784298","0.8212890625","0.8212890625","0.8212890625","0.8134765625","0.8134765625","0.8134765625","0.177734375","0.177734375","0.177734375","0.0009765625","0.0009765625","0.0009765625","0.185546875","0.185546875","0.185546875","0.0009765625","0.0009765625","0.0009765625","0.05891310642982717","0.05891310642982717","0.05891310642982717"
"217","0.8203125","0.8203125","0.8203125","0.8056640625","0.8056640625","0.8056640625","0.1787109375","0.1787109375","0.1787109375","0.0009765625","0.0009765625","0.0009765625","0.1943359375","0.1943359375","0.1943359375","0","0","0","0.061845460506447125","0.061845460506447125","0.061845460506447125","0.8310546875","0.8310546875","0.8310546875","0.8232421875","0.8232421875","0.8232421875","0.16796875","0.16796875","0.16796875","0.0009765625","0.0009765625","0.0009765625","0.1767578125","0.1767578125","0.1767578125","0","0","0","0.06326387246372178","0.06326387246372178","0.06326387246372178","0.8427734375","0.8427734375","0.8427734375","0.8447265625","0.8447265625","0.8447265625","0.1572265625","0.1572265625","0.1572265625","0","0","0","0.1552734375","0.1552734375","0.1552734375","0","0","0","0.0562179706103052","0.0562179706103052","0.0562179706103052"
"218","0.8466796875","0.8466796875","0.8466796875","0.8427734375","0.8427734375","0.8427734375","0.1533203125","0.1533203125","0.1533203125","0","0","0","0.1572265625","0.1572265625","0.1572265625","0","0","0","0.05275572047321475","0.05275572047321475","0.05275572047321475","0.8447265625","0.8447265625","0.8447265625","0.8154296875","0.8154296875","0.8154296875","0.154296875","0.154296875","0.154296875","0.0009765625","0.0009765625","0.0009765625","0.1845703125","0.1845703125","0.1845703125","0","0","0","0.05388560438223067","0.05388560438223067","0.05388560438223067","0.8564453125","0.8564453125","0.8564453125","0.83984375","0.83984375","0.83984375","0.1435546875","0.1435546875","0.1435546875","0","0","0","0.16015625","0.16015625","0.16015625","0","0","0","0.054166427165910136","0.054166427165910136","0.054166427165910136"
"219","0.8505859375","0.8505859375","0.8505859375","0.7978515625","0.7978515625","0.7978515625","0.1494140625","0.1494140625","0.1494140625","0","0","0","0.2021484375","0.2021484375","0.2021484375","0","0","0","0.05814498978361371","0.05814498978361371","0.05814498978361371","0.8310546875","0.8310546875","0.8310546875","0.861328125","0.861328125","0.861328125","0.16796875","0.16796875","0.16796875","0.0009765625","0.0009765625","0.0009765625","0.138671875","0.138671875","0.138671875","0","0","0","0.060382288284017704","0.060382288284017704","0.060382288284017704","0.8408203125","0.8408203125","0.8408203125","0.873046875","0.873046875","0.873046875","0.1591796875","0.1591796875","0.1591796875","0","0","0","0.1259765625","0.1259765625","0.1259765625","0.0009765625","0.0009765625","0.0009765625","0.05629461786156753","0.05629461786156753","0.05629461786156753"
"220","0.84375","0.84375","0.84375","0.849609375","0.849609375","0.849609375","0.15625","0.15625","0.15625","0","0","0","0.150390625","0.150390625","0.150390625","0","0","0","0.055700129400065634","0.055700129400065634","0.055700129400065634","0.837890625","0.837890625","0.837890625","0.8125","0.8125","0.8125","0.162109375","0.162109375","0.162109375","0","0","0","0.1865234375","0.1865234375","0.1865234375","0.0009765625","0.0009765625","0.0009765625","0.06340557524890755","0.06340557524890755","0.06340557524890755","0.8310546875","0.8310546875","0.8310546875","0.8369140625","0.8369140625","0.8369140625","0.16796875","0.16796875","0.16796875","0.0009765625","0.0009765625","0.0009765625","0.1630859375","0.1630859375","0.1630859375","0","0","0","0.060646751462627435","0.060646751462627435","0.060646751462627435"
"221","0.8544921875","0.8544921875","0.8544921875","0.8095703125","0.8095703125","0.8095703125","0.1455078125","0.1455078125","0.1455078125","0","0","0","0.1904296875","0.1904296875","0.1904296875","0","0","0","0.056039518109173514","0.056039518109173514","0.056039518109173514","0.8154296875","0.8154296875","0.8154296875","0.7763671875","0.7763671875","0.7763671875","0.181640625","0.181640625","0.181640625","0.0029296875","0.0029296875","0.0029296875","0.22265625","0.22265625","0.22265625","0.0009765625","0.0009765625","0.0009765625","0.06388812607474392","0.06388812607474392","0.06388812607474392","0.822265625","0.822265625","0.822265625","0.8251953125","0.8251953125","0.8251953125","0.177734375","0.177734375","0.177734375","0","0","0","0.1748046875","0.1748046875","0.1748046875","0","0","0","0.0647818012002972","0.0647818012002972","0.0647818012002972"
"222","0.8447265625","0.8447265625","0.8447265625","0.8251953125","0.8251953125","0.8251953125","0.1552734375","0.1552734375","0.1552734375","0","0","0","0.1748046875","0.1748046875","0.1748046875","0","0","0","0.051929010427102185","0.051929010427102185","0.051929010427102185","0.818359375","0.818359375","0.818359375","0.8310546875","0.8310546875","0.8310546875","0.181640625","0.181640625","0.181640625","0","0","0","0.1689453125","0.1689453125","0.1689453125","0","0","0","0.05961974700585415","0.05961974700585415","0.05961974700585415","0.84375","0.84375","0.84375","0.8154296875","0.8154296875","0.8154296875","0.1552734375","0.1552734375","0.1552734375","0.0009765625","0.0009765625","0.0009765625","0.18359375","0.18359375","0.18359375","0.0009765625","0.0009765625","0.0009765625","0.05042033698373416","0.05042033698373416","0.05042033698373416"
"223","0.8466796875","0.8466796875","0.8466796875","0.833984375","0.833984375","0.833984375","0.1533203125","0.1533203125","0.1533203125","0","0","0","0.166015625","0.166015625","0.166015625","0","0","0","0.05453147322168661","0.05453147322168661","0.05453147322168661","0.8388671875","0.8388671875","0.8388671875","0.8232421875","0.8232421875","0.8232421875","0.1611328125","0.1611328125","0.1611328125","0","0","0","0.1767578125","0.1767578125","0.1767578125","0","0","0","0.05935375661647413","0.05935375661647413","0.05935375661647413","0.8447265625","0.8447265625","0.8447265625","0.84765625","0.84765625","0.84765625","0.1552734375","0.1552734375","0.1552734375","0","0","0","0.15234375","0.15234375","0.15234375","0","0","0","0.05569520272729278","0.05569520272729278","0.05569520272729278"
"224","0.8369140625","0.8369140625","0.8369140625","0.85546875","0.85546875","0.85546875","0.1630859375","0.1630859375","0.1630859375","0","0","0","0.14453125","0.14453125","0.14453125","0","0","0","0.059105317155626835","0.059105317155626835","0.059105317155626835","0.818359375","0.818359375","0.818359375","0.82421875","0.82421875","0.82421875","0.1806640625","0.1806640625","0.1806640625","0.0009765625","0.0009765625","0.0009765625","0.17578125","0.17578125","0.17578125","0","0","0","0.05815374711892218","0.05815374711892218","0.05815374711892218","0.8271484375","0.8271484375","0.8271484375","0.837890625","0.837890625","0.837890625","0.1708984375","0.1708984375","0.1708984375","0.001953125","0.001953125","0.001953125","0.1611328125","0.1611328125","0.1611328125","0.0009765625","0.0009765625","0.0009765625","0.05815581176284468","0.05815581176284468","0.05815581176284468"
"225","0.84375","0.84375","0.84375","0.8466796875","0.8466796875","0.8466796875","0.15625","0.15625","0.15625","0","0","0","0.1533203125","0.1533203125","0.1533203125","0","0","0","0.06057106716980343","0.06057106716980343","0.06057106716980343","0.8310546875","0.8310546875","0.8310546875","0.837890625","0.837890625","0.837890625","0.1689453125","0.1689453125","0.1689453125","0","0","0","0.162109375","0.162109375","0.162109375","0","0","0","0.05635123665797437","0.05635123665797437","0.05635123665797437","0.830078125","0.830078125","0.830078125","0.81640625","0.81640625","0.81640625","0.169921875","0.169921875","0.169921875","0","0","0","0.1826171875","0.1826171875","0.1826171875","0.0009765625","0.0009765625","0.0009765625","0.058994550545321545","0.058994550545321545","0.058994550545321545"
"226","0.8349609375","0.8349609375","0.8349609375","0.8291015625","0.8291015625","0.8291015625","0.1640625","0.1640625","0.1640625","0.0009765625","0.0009765625","0.0009765625","0.1708984375","0.1708984375","0.1708984375","0","0","0","0.06457307081655017","0.06457307081655017","0.06457307081655017","0.8369140625","0.8369140625","0.8369140625","0.84765625","0.84765625","0.84765625","0.1630859375","0.1630859375","0.1630859375","0","0","0","0.15234375","0.15234375","0.15234375","0","0","0","0.05696297851682175","0.05696297851682175","0.05696297851682175","0.828125","0.828125","0.828125","0.8486328125","0.8486328125","0.8486328125","0.1708984375","0.1708984375","0.1708984375","0.0009765625","0.0009765625","0.0009765625","0.1513671875","0.1513671875","0.1513671875","0","0","0","0.05885556578505202","0.05885556578505202","0.05885556578505202"
"227","0.8291015625","0.8291015625","0.8291015625","0.7666015625","0.7666015625","0.7666015625","0.169921875","0.169921875","0.169921875","0.0009765625","0.0009765625","0.0009765625","0.2333984375","0.2333984375","0.2333984375","0","0","0","0.059082298936118605","0.059082298936118605","0.059082298936118605","0.8564453125","0.8564453125","0.8564453125","0.7900390625","0.7900390625","0.7900390625","0.1435546875","0.1435546875","0.1435546875","0","0","0","0.2099609375","0.2099609375","0.2099609375","0","0","0","0.050418423666997114","0.050418423666997114","0.050418423666997114","0.857421875","0.857421875","0.857421875","0.806640625","0.806640625","0.806640625","0.1416015625","0.1416015625","0.1416015625","0.0009765625","0.0009765625","0.0009765625","0.193359375","0.193359375","0.193359375","0","0","0","0.05382966638717335","0.05382966638717335","0.05382966638717335"
"228","0.814453125","0.814453125","0.814453125","0.859375","0.859375","0.859375","0.1826171875","0.1826171875","0.1826171875","0.0029296875","0.0029296875","0.0029296875","0.140625","0.140625","0.140625","0","0","0","0.06124367482334492","0.06124367482334492","0.06124367482334492","0.833984375","0.833984375","0.833984375","0.85546875","0.85546875","0.85546875","0.1650390625","0.1650390625","0.1650390625","0.0009765625","0.0009765625","0.0009765625","0.14453125","0.14453125","0.14453125","0","0","0","0.05589531101213652","0.05589531101213652","0.05589531101213652","0.8291015625","0.8291015625","0.8291015625","0.8017578125","0.8017578125","0.8017578125","0.1689453125","0.1689453125","0.1689453125","0.001953125","0.001953125","0.001953125","0.1982421875","0.1982421875","0.1982421875","0","0","0","0.05565595308144111","0.05565595308144111","0.05565595308144111"
"229","0.8505859375","0.8505859375","0.8505859375","0.8583984375","0.8583984375","0.8583984375","0.1494140625","0.1494140625","0.1494140625","0","0","0","0.1416015625","0.1416015625","0.1416015625","0","0","0","0.053344811967690475","0.053344811967690475","0.053344811967690475","0.8466796875","0.8466796875","0.8466796875","0.8291015625","0.8291015625","0.8291015625","0.1533203125","0.1533203125","0.1533203125","0","0","0","0.1708984375","0.1708984375","0.1708984375","0","0","0","0.05718661195714958","0.05718661195714958","0.05718661195714958","0.8369140625","0.8369140625","0.8369140625","0.830078125","0.830078125","0.830078125","0.1630859375","0.1630859375","0.1630859375","0","0","0","0.169921875","0.169921875","0.169921875","0","0","0","0.059717718128013075","0.059717718128013075","0.059717718128013075"
"230","0.83984375","0.83984375","0.83984375","0.8349609375","0.8349609375","0.8349609375","0.16015625","0.16015625","0.16015625","0","0","0","0.1630859375","0.1630859375","0.1630859375","0.001953125","0.001953125","0.001953125","0.05493819369803532","0.05493819369803532","0.05493819369803532","0.833984375","0.833984375","0.833984375","0.8623046875","0.8623046875","0.8623046875","0.166015625","0.166015625","0.166015625","0","0","0","0.13671875","0.13671875","0.13671875","0.0009765625","0.0009765625","0.0009765625","0.053736676414700923","0.053736676414700923","0.053736676414700923","0.8623046875","0.8623046875","0.8623046875","0.8720703125","0.8720703125","0.8720703125","0.1376953125","0.1376953125","0.1376953125","0","0","0","0.126953125","0.126953125","0.126953125","0.0009765625","0.0009765625","0.0009765625","0.05309961529201246","0.05309961529201246","0.05309961529201246"
"231","0.8251953125","0.8251953125","0.8251953125","0.830078125","0.830078125","0.830078125","0.173828125","0.173828125","0.173828125","0.0009765625","0.0009765625","0.0009765625","0.169921875","0.169921875","0.169921875","0","0","0","0.0650060584248422","0.0650060584248422","0.0650060584248422","0.857421875","0.857421875","0.857421875","0.8115234375","0.8115234375","0.8115234375","0.142578125","0.142578125","0.142578125","0","0","0","0.1875","0.1875","0.1875","0.0009765625","0.0009765625","0.0009765625","0.05006275754203671","0.05006275754203671","0.05006275754203671","0.8486328125","0.8486328125","0.8486328125","0.8115234375","0.8115234375","0.8115234375","0.1513671875","0.1513671875","0.1513671875","0","0","0","0.1875","0.1875","0.1875","0.0009765625","0.0009765625","0.0009765625","0.057271144298283616","0.057271144298283616","0.057271144298283616"
"232","0.84375","0.84375","0.84375","0.833984375","0.833984375","0.833984375","0.1552734375","0.1552734375","0.1552734375","0.0009765625","0.0009765625","0.0009765625","0.166015625","0.166015625","0.166015625","0","0","0","0.048928544833870546","0.048928544833870546","0.048928544833870546","0.8486328125","0.8486328125","0.8486328125","0.8525390625","0.8525390625","0.8525390625","0.1513671875","0.1513671875","0.1513671875","0","0","0","0.1455078125","0.1455078125","0.1455078125","0.001953125","0.001953125","0.001953125","0.0527219680188864","0.0527219680188864","0.0527219680188864","0.8447265625","0.8447265625","0.8447265625","0.865234375","0.865234375","0.865234375","0.1552734375","0.1552734375","0.1552734375","0","0","0","0.134765625","0.134765625","0.134765625","0","0","0","0.05487366938905325","0.05487366938905325","0.05487366938905325"
"233","0.8583984375","0.8583984375","0.8583984375","0.7880859375","0.7880859375","0.7880859375","0.1416015625","0.1416015625","0.1416015625","0","0","0","0.2119140625","0.2119140625","0.2119140625","0","0","0","0.049861941875860794","0.049861941875860794","0.049861941875860794","0.84765625","0.84765625","0.84765625","0.8359375","0.8359375","0.8359375","0.15234375","0.15234375","0.15234375","0","0","0","0.1640625","0.1640625","0.1640625","0","0","0","0.05599011121375952","0.05599011121375952","0.05599011121375952","0.859375","0.859375","0.859375","0.837890625","0.837890625","0.837890625","0.140625","0.140625","0.140625","0","0","0","0.162109375","0.162109375","0.162109375","0","0","0","0.050603051036887337","0.050603051036887337","0.050603051036887337"
"234","0.8408203125","0.8408203125","0.8408203125","0.9033203125","0.9033203125","0.9033203125","0.1591796875","0.1591796875","0.1591796875","0","0","0","0.0966796875","0.0966796875","0.0966796875","0","0","0","0.054440845487988554","0.054440845487988554","0.054440845487988554","0.8525390625","0.8525390625","0.8525390625","0.892578125","0.892578125","0.892578125","0.1474609375","0.1474609375","0.1474609375","0","0","0","0.107421875","0.107421875","0.107421875","0","0","0","0.048692411626689136","0.048692411626689136","0.048692411626689136","0.83984375","0.83984375","0.83984375","0.861328125","0.861328125","0.861328125","0.16015625","0.16015625","0.16015625","0","0","0","0.1376953125","0.1376953125","0.1376953125","0.0009765625","0.0009765625","0.0009765625","0.05566602895123651","0.05566602895123651","0.05566602895123651"
"235","0.81640625","0.81640625","0.81640625","0.79296875","0.79296875","0.79296875","0.1806640625","0.1806640625","0.1806640625","0.0029296875","0.0029296875","0.0029296875","0.20703125","0.20703125","0.20703125","0","0","0","0.06770003627389087","0.06770003627389087","0.06770003627389087","0.84765625","0.84765625","0.84765625","0.86328125","0.86328125","0.86328125","0.1513671875","0.1513671875","0.1513671875","0.0009765625","0.0009765625","0.0009765625","0.13671875","0.13671875","0.13671875","0","0","0","0.053647795703000156","0.053647795703000156","0.053647795703000156","0.841796875","0.841796875","0.841796875","0.7890625","0.7890625","0.7890625","0.1572265625","0.1572265625","0.1572265625","0.0009765625","0.0009765625","0.0009765625","0.2109375","0.2109375","0.2109375","0","0","0","0.0627712280547712","0.0627712280547712","0.0627712280547712"
