"Step","2of3 - accuracy","2of3 - accuracy__MIN","2of3 - accuracy__MAX","2of3 - test_accuracy","2of3 - test_accuracy__MIN","2of3 - test_accuracy__MAX","2of3 - err1","2of3 - err1__MIN","2of3 - err1__MAX","2of3 - err2","2of3 - err2__MIN","2of3 - err2__MAX","2of3 - test_err1","2of3 - test_err1__MIN","2of3 - test_err1__MAX","2of3 - test_err2","2of3 - test_err2__MIN","2of3 - test_err2__MAX","2of3 - loss","2of3 - loss__MIN","2of3 - loss__MAX","1of3 - accuracy","1of3 - accuracy__MIN","1of3 - accuracy__MAX","1of3 - test_accuracy","1of3 - test_accuracy__MIN","1of3 - test_accuracy__MAX","1of3 - err1","1of3 - err1__MIN","1of3 - err1__MAX","1of3 - err2","1of3 - err2__MIN","1of3 - err2__MAX","1of3 - test_err1","1of3 - test_err1__MIN","1of3 - test_err1__MAX","1of3 - test_err2","1of3 - test_err2__MIN","1of3 - test_err2__MAX","1of3 - loss","1of3 - loss__MIN","1of3 - loss__MAX","0of3 - accuracy","0of3 - accuracy__MIN","0of3 - accuracy__MAX","0of3 - test_accuracy","0of3 - test_accuracy__MIN","0of3 - test_accuracy__MAX","0of3 - err1","0of3 - err1__MIN","0of3 - err1__MAX","0of3 - err2","0of3 - err2__MIN","0of3 - err2__MAX","0of3 - test_err1","0of3 - test_err1__MIN","0of3 - test_err1__MAX","0of3 - test_err2","0of3 - test_err2__MIN","0of3 - test_err2__MAX","0of3 - loss","0of3 - loss__MIN","0of3 - loss__MAX"
"254","0.8603515625","0.8603515625","0.8603515625","0.8671875","0.8671875","0.8671875","0.1396484375","0.1396484375","0.1396484375","0","0","0","0.1318359375","0.1318359375","0.1318359375","0.0009765625","0.0009765625","0.0009765625","0.04784460367591237","0.04784460367591237","0.04784460367591237","0.853515625","0.853515625","0.853515625","0.890625","0.890625","0.890625","0.146484375","0.146484375","0.146484375","0","0","0","0.1083984375","0.1083984375","0.1083984375","0.0009765625","0.0009765625","0.0009765625","0.04290231597769889","0.04290231597769889","0.04290231597769889","0.857421875","0.857421875","0.857421875","0.8935546875","0.8935546875","0.8935546875","0.142578125","0.142578125","0.142578125","0","0","0","0.1044921875","0.1044921875","0.1044921875","0.001953125","0.001953125","0.001953125","0.0455207333798171","0.0455207333798171","0.0455207333798171"
"255","0.8603515625","0.8603515625","0.8603515625","0.8828125","0.8828125","0.8828125","0.1396484375","0.1396484375","0.1396484375","0","0","0","0.1171875","0.1171875","0.1171875","0","0","0","0.05017267059156438","0.05017267059156438","0.05017267059156438","0.8505859375","0.8505859375","0.8505859375","0.890625","0.890625","0.890625","0.1484375","0.1484375","0.1484375","0.0009765625","0.0009765625","0.0009765625","0.109375","0.109375","0.109375","0","0","0","0.05465089143035584","0.05465089143035584","0.05465089143035584","0.84765625","0.84765625","0.84765625","0.8408203125","0.8408203125","0.8408203125","0.15234375","0.15234375","0.15234375","0","0","0","0.1572265625","0.1572265625","0.1572265625","0.001953125","0.001953125","0.001953125","0.056487850761186564","0.056487850761186564","0.056487850761186564"
"256","0.849609375","0.849609375","0.849609375","0.8740234375","0.8740234375","0.8740234375","0.150390625","0.150390625","0.150390625","0","0","0","0.1259765625","0.1259765625","0.1259765625","0","0","0","0.05527586499010795","0.05527586499010795","0.05527586499010795","0.84765625","0.84765625","0.84765625","0.86328125","0.86328125","0.86328125","0.15234375","0.15234375","0.15234375","0","0","0","0.13671875","0.13671875","0.13671875","0","0","0","0.051619468235003296","0.051619468235003296","0.051619468235003296","0.8466796875","0.8466796875","0.8466796875","0.84375","0.84375","0.84375","0.15234375","0.15234375","0.15234375","0.0009765625","0.0009765625","0.0009765625","0.1552734375","0.1552734375","0.1552734375","0.0009765625","0.0009765625","0.0009765625","0.05726014299580129","0.05726014299580129","0.05726014299580129"
"257","0.85546875","0.85546875","0.85546875","0.8388671875","0.8388671875","0.8388671875","0.1435546875","0.1435546875","0.1435546875","0.0009765625","0.0009765625","0.0009765625","0.16015625","0.16015625","0.16015625","0.0009765625","0.0009765625","0.0009765625","0.05909773627354298","0.05909773627354298","0.05909773627354298","0.853515625","0.853515625","0.853515625","0.916015625","0.916015625","0.916015625","0.1455078125","0.1455078125","0.1455078125","0.0009765625","0.0009765625","0.0009765625","0.0830078125","0.0830078125","0.0830078125","0.0009765625","0.0009765625","0.0009765625","0.05421705777371244","0.05421705777371244","0.05421705777371244","0.841796875","0.841796875","0.841796875","0.8857421875","0.8857421875","0.8857421875","0.15625","0.15625","0.15625","0.001953125","0.001953125","0.001953125","0.11328125","0.11328125","0.11328125","0.0009765625","0.0009765625","0.0009765625","0.06351305744829006","0.06351305744829006","0.06351305744829006"
"258","0.845703125","0.845703125","0.845703125","0.8564453125","0.8564453125","0.8564453125","0.1533203125","0.1533203125","0.1533203125","0.0009765625","0.0009765625","0.0009765625","0.142578125","0.142578125","0.142578125","0.0009765625","0.0009765625","0.0009765625","0.05688244399971154","0.05688244399971154","0.05688244399971154","0.8486328125","0.8486328125","0.8486328125","0.875","0.875","0.875","0.150390625","0.150390625","0.150390625","0.0009765625","0.0009765625","0.0009765625","0.1240234375","0.1240234375","0.1240234375","0.0009765625","0.0009765625","0.0009765625","0.05996734467044007","0.05996734467044007","0.05996734467044007","0.8564453125","0.8564453125","0.8564453125","0.84375","0.84375","0.84375","0.1435546875","0.1435546875","0.1435546875","0","0","0","0.15625","0.15625","0.15625","0","0","0","0.05277175305491255","0.05277175305491255","0.05277175305491255"
"259","0.84765625","0.84765625","0.84765625","0.8583984375","0.8583984375","0.8583984375","0.1513671875","0.1513671875","0.1513671875","0.0009765625","0.0009765625","0.0009765625","0.1416015625","0.1416015625","0.1416015625","0","0","0","0.05551012510841247","0.05551012510841247","0.05551012510841247","0.8486328125","0.8486328125","0.8486328125","0.865234375","0.865234375","0.865234375","0.1513671875","0.1513671875","0.1513671875","0","0","0","0.1328125","0.1328125","0.1328125","0.001953125","0.001953125","0.001953125","0.05587481840120745","0.05587481840120745","0.05587481840120745","0.869140625","0.869140625","0.869140625","0.861328125","0.861328125","0.861328125","0.130859375","0.130859375","0.130859375","0","0","0","0.138671875","0.138671875","0.138671875","0","0","0","0.04952177486484288","0.04952177486484288","0.04952177486484288"
"260","0.8544921875","0.8544921875","0.8544921875","0.8583984375","0.8583984375","0.8583984375","0.1455078125","0.1455078125","0.1455078125","0","0","0","0.140625","0.140625","0.140625","0.0009765625","0.0009765625","0.0009765625","0.0539786649569578","0.0539786649569578","0.0539786649569578","0.841796875","0.841796875","0.841796875","0.8681640625","0.8681640625","0.8681640625","0.158203125","0.158203125","0.158203125","0","0","0","0.1318359375","0.1318359375","0.1318359375","0","0","0","0.056655110769497696","0.056655110769497696","0.056655110769497696","0.8330078125","0.8330078125","0.8330078125","0.875","0.875","0.875","0.1669921875","0.1669921875","0.1669921875","0","0","0","0.125","0.125","0.125","0","0","0","0.05773520790535258","0.05773520790535258","0.05773520790535258"
"261","0.87109375","0.87109375","0.87109375","0.880859375","0.880859375","0.880859375","0.12890625","0.12890625","0.12890625","0","0","0","0.119140625","0.119140625","0.119140625","0","0","0","0.0469838136132239","0.0469838136132239","0.0469838136132239","0.8525390625","0.8525390625","0.8525390625","0.8779296875","0.8779296875","0.8779296875","0.1474609375","0.1474609375","0.1474609375","0","0","0","0.1220703125","0.1220703125","0.1220703125","0","0","0","0.05619136789391632","0.05619136789391632","0.05619136789391632","0.8466796875","0.8466796875","0.8466796875","0.8603515625","0.8603515625","0.8603515625","0.1533203125","0.1533203125","0.1533203125","0","0","0","0.1396484375","0.1396484375","0.1396484375","0","0","0","0.05926982497840072","0.05926982497840072","0.05926982497840072"
"262","0.8701171875","0.8701171875","0.8701171875","0.8525390625","0.8525390625","0.8525390625","0.1298828125","0.1298828125","0.1298828125","0","0","0","0.1474609375","0.1474609375","0.1474609375","0","0","0","0.04728505366801983","0.04728505366801983","0.04728505366801983","0.869140625","0.869140625","0.869140625","0.841796875","0.841796875","0.841796875","0.130859375","0.130859375","0.130859375","0","0","0","0.158203125","0.158203125","0.158203125","0","0","0","0.0462181032562512","0.0462181032562512","0.0462181032562512","0.86328125","0.86328125","0.86328125","0.857421875","0.857421875","0.857421875","0.13671875","0.13671875","0.13671875","0","0","0","0.142578125","0.142578125","0.142578125","0","0","0","0.04504954444564646","0.04504954444564646","0.04504954444564646"
"263","0.85546875","0.85546875","0.85546875","0.830078125","0.830078125","0.830078125","0.14453125","0.14453125","0.14453125","0","0","0","0.169921875","0.169921875","0.169921875","0","0","0","0.053854987514569075","0.053854987514569075","0.053854987514569075","0.849609375","0.849609375","0.849609375","0.845703125","0.845703125","0.845703125","0.1494140625","0.1494140625","0.1494140625","0.0009765625","0.0009765625","0.0009765625","0.1533203125","0.1533203125","0.1533203125","0.0009765625","0.0009765625","0.0009765625","0.05283294559103524","0.05283294559103524","0.05283294559103524","0.8642578125","0.8642578125","0.8642578125","0.884765625","0.884765625","0.884765625","0.1357421875","0.1357421875","0.1357421875","0","0","0","0.115234375","0.115234375","0.115234375","0","0","0","0.04955749954888233","0.04955749954888233","0.04955749954888233"
"264","0.8408203125","0.8408203125","0.8408203125","0.8916015625","0.8916015625","0.8916015625","0.158203125","0.158203125","0.158203125","0.0009765625","0.0009765625","0.0009765625","0.107421875","0.107421875","0.107421875","0.0009765625","0.0009765625","0.0009765625","0.050475443746108795","0.050475443746108795","0.050475443746108795","0.84375","0.84375","0.84375","0.8955078125","0.8955078125","0.8955078125","0.1552734375","0.1552734375","0.1552734375","0.0009765625","0.0009765625","0.0009765625","0.103515625","0.103515625","0.103515625","0.0009765625","0.0009765625","0.0009765625","0.05228406591049861","0.05228406591049861","0.05228406591049861","0.8671875","0.8671875","0.8671875","0.8818359375","0.8818359375","0.8818359375","0.1328125","0.1328125","0.1328125","0","0","0","0.1181640625","0.1181640625","0.1181640625","0","0","0","0.04893369145838733","0.04893369145838733","0.04893369145838733"
"265","0.87890625","0.87890625","0.87890625","0.861328125","0.861328125","0.861328125","0.12109375","0.12109375","0.12109375","0","0","0","0.138671875","0.138671875","0.138671875","0","0","0","0.0509494574580458","0.0509494574580458","0.0509494574580458","0.86328125","0.86328125","0.86328125","0.8671875","0.8671875","0.8671875","0.13671875","0.13671875","0.13671875","0","0","0","0.1328125","0.1328125","0.1328125","0","0","0","0.056722641789747286","0.056722641789747286","0.056722641789747286","0.86328125","0.86328125","0.86328125","0.845703125","0.845703125","0.845703125","0.13671875","0.13671875","0.13671875","0","0","0","0.154296875","0.154296875","0.154296875","0","0","0","0.05295828700764105","0.05295828700764105","0.05295828700764105"
"266","0.8544921875","0.8544921875","0.8544921875","0.88671875","0.88671875","0.88671875","0.1455078125","0.1455078125","0.1455078125","0","0","0","0.11328125","0.11328125","0.11328125","0","0","0","0.047044077875398216","0.047044077875398216","0.047044077875398216","0.8623046875","0.8623046875","0.8623046875","0.8662109375","0.8662109375","0.8662109375","0.1376953125","0.1376953125","0.1376953125","0","0","0","0.1318359375","0.1318359375","0.1318359375","0.001953125","0.001953125","0.001953125","0.05039634191234654","0.05039634191234654","0.05039634191234654","0.85546875","0.85546875","0.85546875","0.865234375","0.865234375","0.865234375","0.14453125","0.14453125","0.14453125","0","0","0","0.134765625","0.134765625","0.134765625","0","0","0","0.05193302049883641","0.05193302049883641","0.05193302049883641"
"267","0.8603515625","0.8603515625","0.8603515625","0.7880859375","0.7880859375","0.7880859375","0.1396484375","0.1396484375","0.1396484375","0","0","0","0.2119140625","0.2119140625","0.2119140625","0","0","0","0.051544739144446794","0.051544739144446794","0.051544739144446794","0.837890625","0.837890625","0.837890625","0.796875","0.796875","0.796875","0.1611328125","0.1611328125","0.1611328125","0.0009765625","0.0009765625","0.0009765625","0.203125","0.203125","0.203125","0","0","0","0.059556166275797295","0.059556166275797295","0.059556166275797295","0.849609375","0.849609375","0.849609375","0.7900390625","0.7900390625","0.7900390625","0.1484375","0.1484375","0.1484375","0.001953125","0.001953125","0.001953125","0.2099609375","0.2099609375","0.2099609375","0","0","0","0.05512023669507471","0.05512023669507471","0.05512023669507471"
"268","0.853515625","0.853515625","0.853515625","0.79296875","0.79296875","0.79296875","0.1455078125","0.1455078125","0.1455078125","0.0009765625","0.0009765625","0.0009765625","0.20703125","0.20703125","0.20703125","0","0","0","0.05074058792524738","0.05074058792524738","0.05074058792524738","0.8349609375","0.8349609375","0.8349609375","0.8876953125","0.8876953125","0.8876953125","0.1640625","0.1640625","0.1640625","0.0009765625","0.0009765625","0.0009765625","0.1123046875","0.1123046875","0.1123046875","0","0","0","0.04973204286488908","0.04973204286488908","0.04973204286488908","0.853515625","0.853515625","0.853515625","0.8642578125","0.8642578125","0.8642578125","0.1455078125","0.1455078125","0.1455078125","0.0009765625","0.0009765625","0.0009765625","0.1357421875","0.1357421875","0.1357421875","0","0","0","0.046417906631177175","0.046417906631177175","0.046417906631177175"
"269","0.8583984375","0.8583984375","0.8583984375","0.8544921875","0.8544921875","0.8544921875","0.1416015625","0.1416015625","0.1416015625","0","0","0","0.14453125","0.14453125","0.14453125","0.0009765625","0.0009765625","0.0009765625","0.048403444514406146","0.048403444514406146","0.048403444514406146","0.8544921875","0.8544921875","0.8544921875","0.8134765625","0.8134765625","0.8134765625","0.14453125","0.14453125","0.14453125","0.0009765625","0.0009765625","0.0009765625","0.1865234375","0.1865234375","0.1865234375","0","0","0","0.049786068599132705","0.049786068599132705","0.049786068599132705","0.833984375","0.833984375","0.833984375","0.8017578125","0.8017578125","0.8017578125","0.1650390625","0.1650390625","0.1650390625","0.0009765625","0.0009765625","0.0009765625","0.1982421875","0.1982421875","0.1982421875","0","0","0","0.05982635154214222","0.05982635154214222","0.05982635154214222"
"270","0.833984375","0.833984375","0.833984375","0.8740234375","0.8740234375","0.8740234375","0.166015625","0.166015625","0.166015625","0","0","0","0.1259765625","0.1259765625","0.1259765625","0","0","0","0.05190764595045039","0.05190764595045039","0.05190764595045039","0.8505859375","0.8505859375","0.8505859375","0.8974609375","0.8974609375","0.8974609375","0.1494140625","0.1494140625","0.1494140625","0","0","0","0.1025390625","0.1025390625","0.1025390625","0","0","0","0.05475685553574294","0.05475685553574294","0.05475685553574294","0.826171875","0.826171875","0.826171875","0.8466796875","0.8466796875","0.8466796875","0.171875","0.171875","0.171875","0.001953125","0.001953125","0.001953125","0.150390625","0.150390625","0.150390625","0.0029296875","0.0029296875","0.0029296875","0.059437777861603536","0.059437777861603536","0.059437777861603536"
"271","0.8759765625","0.8759765625","0.8759765625","0.83984375","0.83984375","0.83984375","0.1240234375","0.1240234375","0.1240234375","0","0","0","0.16015625","0.16015625","0.16015625","0","0","0","0.04612134121634881","0.04612134121634881","0.04612134121634881","0.85546875","0.85546875","0.85546875","0.859375","0.859375","0.859375","0.14453125","0.14453125","0.14453125","0","0","0","0.140625","0.140625","0.140625","0","0","0","0.04848936542202864","0.04848936542202864","0.04848936542202864","0.8603515625","0.8603515625","0.8603515625","0.861328125","0.861328125","0.861328125","0.1396484375","0.1396484375","0.1396484375","0","0","0","0.138671875","0.138671875","0.138671875","0","0","0","0.048221632627246436","0.048221632627246436","0.048221632627246436"
"272","0.8525390625","0.8525390625","0.8525390625","0.8525390625","0.8525390625","0.8525390625","0.1474609375","0.1474609375","0.1474609375","0","0","0","0.1474609375","0.1474609375","0.1474609375","0","0","0","0.052996225209426484","0.052996225209426484","0.052996225209426484","0.8671875","0.8671875","0.8671875","0.8232421875","0.8232421875","0.8232421875","0.1328125","0.1328125","0.1328125","0","0","0","0.1767578125","0.1767578125","0.1767578125","0","0","0","0.051108571624354227","0.051108571624354227","0.051108571624354227","0.857421875","0.857421875","0.857421875","0.8564453125","0.8564453125","0.8564453125","0.1396484375","0.1396484375","0.1396484375","0.0029296875","0.0029296875","0.0029296875","0.142578125","0.142578125","0.142578125","0.0009765625","0.0009765625","0.0009765625","0.05123629424633691","0.05123629424633691","0.05123629424633691"
"273","0.8544921875","0.8544921875","0.8544921875","0.87109375","0.87109375","0.87109375","0.14453125","0.14453125","0.14453125","0.0009765625","0.0009765625","0.0009765625","0.12890625","0.12890625","0.12890625","0","0","0","0.05232472986972425","0.05232472986972425","0.05232472986972425","0.8525390625","0.8525390625","0.8525390625","0.869140625","0.869140625","0.869140625","0.1474609375","0.1474609375","0.1474609375","0","0","0","0.130859375","0.130859375","0.130859375","0","0","0","0.04932777456815529","0.04932777456815529","0.04932777456815529","0.82421875","0.82421875","0.82421875","0.8310546875","0.8310546875","0.8310546875","0.173828125","0.173828125","0.173828125","0.001953125","0.001953125","0.001953125","0.1689453125","0.1689453125","0.1689453125","0","0","0","0.06434272000024066","0.06434272000024066","0.06434272000024066"
"274","0.853515625","0.853515625","0.853515625","0.8818359375","0.8818359375","0.8818359375","0.146484375","0.146484375","0.146484375","0","0","0","0.1181640625","0.1181640625","0.1181640625","0","0","0","0.052039123461337766","0.052039123461337766","0.052039123461337766","0.8603515625","0.8603515625","0.8603515625","0.8115234375","0.8115234375","0.8115234375","0.138671875","0.138671875","0.138671875","0.0009765625","0.0009765625","0.0009765625","0.1884765625","0.1884765625","0.1884765625","0","0","0","0.05035777171178779","0.05035777171178779","0.05035777171178779","0.841796875","0.841796875","0.841796875","0.89453125","0.89453125","0.89453125","0.158203125","0.158203125","0.158203125","0","0","0","0.10546875","0.10546875","0.10546875","0","0","0","0.05332410865230486","0.05332410865230486","0.05332410865230486"
"275","0.865234375","0.865234375","0.865234375","0.857421875","0.857421875","0.857421875","0.134765625","0.134765625","0.134765625","0","0","0","0.142578125","0.142578125","0.142578125","0","0","0","0.05407634232324199","0.05407634232324199","0.05407634232324199","0.833984375","0.833984375","0.833984375","0.83203125","0.83203125","0.83203125","0.1640625","0.1640625","0.1640625","0.001953125","0.001953125","0.001953125","0.1669921875","0.1669921875","0.1669921875","0.0009765625","0.0009765625","0.0009765625","0.055411773166269995","0.055411773166269995","0.055411773166269995","0.87109375","0.87109375","0.87109375","0.8583984375","0.8583984375","0.8583984375","0.12890625","0.12890625","0.12890625","0","0","0","0.1416015625","0.1416015625","0.1416015625","0","0","0","0.049471103215182666","0.049471103215182666","0.049471103215182666"
"276","0.86328125","0.86328125","0.86328125","0.8671875","0.8671875","0.8671875","0.13671875","0.13671875","0.13671875","0","0","0","0.130859375","0.130859375","0.130859375","0.001953125","0.001953125","0.001953125","0.05017332640454697","0.05017332640454697","0.05017332640454697","0.8701171875","0.8701171875","0.8701171875","0.8740234375","0.8740234375","0.8740234375","0.1298828125","0.1298828125","0.1298828125","0","0","0","0.1259765625","0.1259765625","0.1259765625","0","0","0","0.04978892109102162","0.04978892109102162","0.04978892109102162","0.8740234375","0.8740234375","0.8740234375","0.87109375","0.87109375","0.87109375","0.1259765625","0.1259765625","0.1259765625","0","0","0","0.12890625","0.12890625","0.12890625","0","0","0","0.04959557995425712","0.04959557995425712","0.04959557995425712"
"277","0.865234375","0.865234375","0.865234375","0.8603515625","0.8603515625","0.8603515625","0.134765625","0.134765625","0.134765625","0","0","0","0.1376953125","0.1376953125","0.1376953125","0.001953125","0.001953125","0.001953125","0.043906098153456696","0.043906098153456696","0.043906098153456696","0.8447265625","0.8447265625","0.8447265625","0.83984375","0.83984375","0.83984375","0.1552734375","0.1552734375","0.1552734375","0","0","0","0.1591796875","0.1591796875","0.1591796875","0.0009765625","0.0009765625","0.0009765625","0.0522356910732924","0.0522356910732924","0.0522356910732924","0.8427734375","0.8427734375","0.8427734375","0.80078125","0.80078125","0.80078125","0.15625","0.15625","0.15625","0.0009765625","0.0009765625","0.0009765625","0.19921875","0.19921875","0.19921875","0","0","0","0.0556815863196789","0.0556815863196789","0.0556815863196789"
"278","0.8330078125","0.8330078125","0.8330078125","0.86328125","0.86328125","0.86328125","0.166015625","0.166015625","0.166015625","0.0009765625","0.0009765625","0.0009765625","0.134765625","0.134765625","0.134765625","0.001953125","0.001953125","0.001953125","0.06462404351077566","0.06462404351077566","0.06462404351077566","0.8427734375","0.8427734375","0.8427734375","0.8828125","0.8828125","0.8828125","0.1572265625","0.1572265625","0.1572265625","0","0","0","0.1171875","0.1171875","0.1171875","0","0","0","0.056180128380219685","0.056180128380219685","0.056180128380219685","0.85546875","0.85546875","0.85546875","0.857421875","0.857421875","0.857421875","0.1435546875","0.1435546875","0.1435546875","0.0009765625","0.0009765625","0.0009765625","0.142578125","0.142578125","0.142578125","0","0","0","0.055310433606791776","0.055310433606791776","0.055310433606791776"
"279","0.8505859375","0.8505859375","0.8505859375","0.880859375","0.880859375","0.880859375","0.1494140625","0.1494140625","0.1494140625","0","0","0","0.1181640625","0.1181640625","0.1181640625","0.0009765625","0.0009765625","0.0009765625","0.05396142573954421","0.05396142573954421","0.05396142573954421","0.857421875","0.857421875","0.857421875","0.8349609375","0.8349609375","0.8349609375","0.142578125","0.142578125","0.142578125","0","0","0","0.1650390625","0.1650390625","0.1650390625","0","0","0","0.05101864170501358","0.05101864170501358","0.05101864170501358","0.8662109375","0.8662109375","0.8662109375","0.8779296875","0.8779296875","0.8779296875","0.1337890625","0.1337890625","0.1337890625","0","0","0","0.1220703125","0.1220703125","0.1220703125","0","0","0","0.04759466095674725","0.04759466095674725","0.04759466095674725"
"280","0.845703125","0.845703125","0.845703125","0.8759765625","0.8759765625","0.8759765625","0.1533203125","0.1533203125","0.1533203125","0.0009765625","0.0009765625","0.0009765625","0.1240234375","0.1240234375","0.1240234375","0","0","0","0.054045074532041326","0.054045074532041326","0.054045074532041326","0.861328125","0.861328125","0.861328125","0.888671875","0.888671875","0.888671875","0.138671875","0.138671875","0.138671875","0","0","0","0.111328125","0.111328125","0.111328125","0","0","0","0.05247606054399512","0.05247606054399512","0.05247606054399512","0.8662109375","0.8662109375","0.8662109375","0.90625","0.90625","0.90625","0.1337890625","0.1337890625","0.1337890625","0","0","0","0.0927734375","0.0927734375","0.0927734375","0.0009765625","0.0009765625","0.0009765625","0.05406418495294929","0.05406418495294929","0.05406418495294929"
"281","0.8662109375","0.8662109375","0.8662109375","0.865234375","0.865234375","0.865234375","0.1337890625","0.1337890625","0.1337890625","0","0","0","0.134765625","0.134765625","0.134765625","0","0","0","0.048027291253674775","0.048027291253674775","0.048027291253674775","0.8642578125","0.8642578125","0.8642578125","0.8408203125","0.8408203125","0.8408203125","0.1357421875","0.1357421875","0.1357421875","0","0","0","0.1591796875","0.1591796875","0.1591796875","0","0","0","0.046447248900221894","0.046447248900221894","0.046447248900221894","0.859375","0.859375","0.859375","0.88671875","0.88671875","0.88671875","0.140625","0.140625","0.140625","0","0","0","0.1103515625","0.1103515625","0.1103515625","0.0029296875","0.0029296875","0.0029296875","0.04734419099804654","0.04734419099804654","0.04734419099804654"
"282","0.8642578125","0.8642578125","0.8642578125","0.865234375","0.865234375","0.865234375","0.1357421875","0.1357421875","0.1357421875","0","0","0","0.134765625","0.134765625","0.134765625","0","0","0","0.04823482302890625","0.04823482302890625","0.04823482302890625","0.861328125","0.861328125","0.861328125","0.853515625","0.853515625","0.853515625","0.138671875","0.138671875","0.138671875","0","0","0","0.1455078125","0.1455078125","0.1455078125","0.0009765625","0.0009765625","0.0009765625","0.044535379884109716","0.044535379884109716","0.044535379884109716","0.859375","0.859375","0.859375","0.8642578125","0.8642578125","0.8642578125","0.1396484375","0.1396484375","0.1396484375","0.0009765625","0.0009765625","0.0009765625","0.134765625","0.134765625","0.134765625","0.0009765625","0.0009765625","0.0009765625","0.05728486246516695","0.05728486246516695","0.05728486246516695"
"283","0.859375","0.859375","0.859375","0.880859375","0.880859375","0.880859375","0.140625","0.140625","0.140625","0","0","0","0.1181640625","0.1181640625","0.1181640625","0.0009765625","0.0009765625","0.0009765625","0.0418725105773774","0.0418725105773774","0.0418725105773774","0.8515625","0.8515625","0.8515625","0.87109375","0.87109375","0.87109375","0.1474609375","0.1474609375","0.1474609375","0.0009765625","0.0009765625","0.0009765625","0.12890625","0.12890625","0.12890625","0","0","0","0.05006919900824869","0.05006919900824869","0.05006919900824869","0.873046875","0.873046875","0.873046875","0.8740234375","0.8740234375","0.8740234375","0.126953125","0.126953125","0.126953125","0","0","0","0.1259765625","0.1259765625","0.1259765625","0","0","0","0.04383055545986281","0.04383055545986281","0.04383055545986281"
"284","0.8681640625","0.8681640625","0.8681640625","0.8486328125","0.8486328125","0.8486328125","0.1318359375","0.1318359375","0.1318359375","0","0","0","0.1513671875","0.1513671875","0.1513671875","0","0","0","0.04768270456861501","0.04768270456861501","0.04768270456861501","0.86328125","0.86328125","0.86328125","0.869140625","0.869140625","0.869140625","0.13671875","0.13671875","0.13671875","0","0","0","0.1298828125","0.1298828125","0.1298828125","0.0009765625","0.0009765625","0.0009765625","0.047470492878346704","0.047470492878346704","0.047470492878346704","0.8720703125","0.8720703125","0.8720703125","0.8515625","0.8515625","0.8515625","0.1279296875","0.1279296875","0.1279296875","0","0","0","0.1484375","0.1484375","0.1484375","0","0","0","0.04758420317557466","0.04758420317557466","0.04758420317557466"
"285","0.8623046875","0.8623046875","0.8623046875","0.85546875","0.85546875","0.85546875","0.1376953125","0.1376953125","0.1376953125","0","0","0","0.14453125","0.14453125","0.14453125","0","0","0","0.04668170234799618","0.04668170234799618","0.04668170234799618","0.8740234375","0.8740234375","0.8740234375","0.814453125","0.814453125","0.814453125","0.1259765625","0.1259765625","0.1259765625","0","0","0","0.185546875","0.185546875","0.185546875","0","0","0","0.050012601122944034","0.050012601122944034","0.050012601122944034","0.8779296875","0.8779296875","0.8779296875","0.857421875","0.857421875","0.857421875","0.1220703125","0.1220703125","0.1220703125","0","0","0","0.142578125","0.142578125","0.142578125","0","0","0","0.04457671604905045","0.04457671604905045","0.04457671604905045"
"286","0.875","0.875","0.875","0.849609375","0.849609375","0.849609375","0.125","0.125","0.125","0","0","0","0.150390625","0.150390625","0.150390625","0","0","0","0.04310283349332167","0.04310283349332167","0.04310283349332167","0.853515625","0.853515625","0.853515625","0.8720703125","0.8720703125","0.8720703125","0.146484375","0.146484375","0.146484375","0","0","0","0.126953125","0.126953125","0.126953125","0.0009765625","0.0009765625","0.0009765625","0.05081107665318996","0.05081107665318996","0.05081107665318996","0.8623046875","0.8623046875","0.8623046875","0.8720703125","0.8720703125","0.8720703125","0.13671875","0.13671875","0.13671875","0.0009765625","0.0009765625","0.0009765625","0.1259765625","0.1259765625","0.1259765625","0.001953125","0.001953125","0.001953125","0.04535687552743184","0.04535687552743184","0.04535687552743184"
"287","0.8642578125","0.8642578125","0.8642578125","0.81640625","0.81640625","0.81640625","0.1357421875","0.1357421875","0.1357421875","0","0","0","0.18359375","0.18359375","0.18359375","0","0","0","0.053407852377858944","0.053407852377858944","0.053407852377858944","0.8701171875","0.8701171875","0.8701171875","0.8359375","0.8359375","0.8359375","0.1298828125","0.1298828125","0.1298828125","0","0","0","0.1640625","0.1640625","0.1640625","0","0","0","0.04898507349207648","0.04898507349207648","0.04898507349207648","0.8671875","0.8671875","0.8671875","0.82421875","0.82421875","0.82421875","0.1318359375","0.1318359375","0.1318359375","0.0009765625","0.0009765625","0.0009765625","0.1748046875","0.1748046875","0.1748046875","0.0009765625","0.0009765625","0.0009765625","0.055831141085946","0.055831141085946","0.055831141085946"
