"Step","2of3-test_accuracy","2of3-test_accuracy__MIN","2of3-test_accuracy__MAX","2of3-accuracy","2of3-accuracy__MIN","2of3-accuracy__MAX","2of3-test_err1","2of3-test_err1__MIN","2of3-test_err1__MAX","2of3-test_err2","2of3-test_err2__MIN","2of3-test_err2__MAX","2of3-err1","2of3-err1__MIN","2of3-err1__MAX","2of3-err2","2of3-err2__MIN","2of3-err2__MAX","2of3-loss","2of3-loss__MIN","2of3-loss__MAX","1of3-test_accuracy","1of3-test_accuracy__MIN","1of3-test_accuracy__MAX","1of3-accuracy","1of3-accuracy__MIN","1of3-accuracy__MAX","1of3-test_err1","1of3-test_err1__MIN","1of3-test_err1__MAX","1of3-test_err2","1of3-test_err2__MIN","1of3-test_err2__MAX","1of3-err1","1of3-err1__MIN","1of3-err1__MAX","1of3-err2","1of3-err2__MIN","1of3-err2__MAX","1of3-loss","1of3-loss__MIN","1of3-loss__MAX","0of3-test_accuracy","0of3-test_accuracy__MIN","0of3-test_accuracy__MAX","0of3-accuracy","0of3-accuracy__MIN","0of3-accuracy__MAX","0of3-test_err1","0of3-test_err1__MIN","0of3-test_err1__MAX","0of3-test_err2","0of3-test_err2__MIN","0of3-test_err2__MAX","0of3-err1","0of3-err1__MIN","0of3-err1__MAX","0of3-err2","0of3-err2__MIN","0of3-err2__MAX","0of3-loss","0of3-loss__MIN","0of3-loss__MAX"
"218","0.69921875","0.69921875","0.69921875","0.720703125","0.720703125","0.720703125","0.294921875","0.294921875","0.294921875","0.005859375","0.005859375","0.005859375","0.2783203125","0.2783203125","0.2783203125","0.0009765625","0.0009765625","0.0009765625","0.1026504037581617","0.1026504037581617","0.1026504037581617","0.7060546875","0.7060546875","0.7060546875","0.720703125","0.720703125","0.720703125","0.2919921875","0.2919921875","0.2919921875","0.001953125","0.001953125","0.001953125","0.2783203125","0.2783203125","0.2783203125","0.0009765625","0.0009765625","0.0009765625","0.10084417802863754","0.10084417802863754","0.10084417802863754","0.669921875","0.669921875","0.669921875","0.7431640625","0.7431640625","0.7431640625","0.330078125","0.330078125","0.330078125","0","0","0","0.25390625","0.25390625","0.25390625","0.0029296875","0.0029296875","0.0029296875","0.10036217157903593","0.10036217157903593","0.10036217157903593"
"219","0.7099609375","0.7099609375","0.7099609375","0.724609375","0.724609375","0.724609375","0.2890625","0.2890625","0.2890625","0.0009765625","0.0009765625","0.0009765625","0.2734375","0.2734375","0.2734375","0.001953125","0.001953125","0.001953125","0.1052054988394957","0.1052054988394957","0.1052054988394957","0.703125","0.703125","0.703125","0.72265625","0.72265625","0.72265625","0.294921875","0.294921875","0.294921875","0.001953125","0.001953125","0.001953125","0.275390625","0.275390625","0.275390625","0.001953125","0.001953125","0.001953125","0.09651565497551928","0.09651565497551928","0.09651565497551928","0.720703125","0.720703125","0.720703125","0.7294921875","0.7294921875","0.7294921875","0.275390625","0.275390625","0.275390625","0.00390625","0.00390625","0.00390625","0.2685546875","0.2685546875","0.2685546875","0.001953125","0.001953125","0.001953125","0.10417007791693322","0.10417007791693322","0.10417007791693322"
"220","0.7138671875","0.7138671875","0.7138671875","0.724609375","0.724609375","0.724609375","0.28515625","0.28515625","0.28515625","0.0009765625","0.0009765625","0.0009765625","0.2744140625","0.2744140625","0.2744140625","0.0009765625","0.0009765625","0.0009765625","0.10301019885810092","0.10301019885810092","0.10301019885810092","0.6748046875","0.6748046875","0.6748046875","0.7421875","0.7421875","0.7421875","0.3232421875","0.3232421875","0.3232421875","0.001953125","0.001953125","0.001953125","0.2568359375","0.2568359375","0.2568359375","0.0009765625","0.0009765625","0.0009765625","0.09910104604932712","0.09910104604932712","0.09910104604932712","0.7255859375","0.7255859375","0.7255859375","0.71484375","0.71484375","0.71484375","0.2744140625","0.2744140625","0.2744140625","0","0","0","0.28125","0.28125","0.28125","0.00390625","0.00390625","0.00390625","0.09737389604561031","0.09737389604561031","0.09737389604561031"
"221","0.705078125","0.705078125","0.705078125","0.7255859375","0.7255859375","0.7255859375","0.2939453125","0.2939453125","0.2939453125","0.0009765625","0.0009765625","0.0009765625","0.2724609375","0.2724609375","0.2724609375","0.001953125","0.001953125","0.001953125","0.10015728146390757","0.10015728146390757","0.10015728146390757","0.6572265625","0.6572265625","0.6572265625","0.7294921875","0.7294921875","0.7294921875","0.341796875","0.341796875","0.341796875","0.0009765625","0.0009765625","0.0009765625","0.2666015625","0.2666015625","0.2666015625","0.00390625","0.00390625","0.00390625","0.09811164726124844","0.09811164726124844","0.09811164726124844","0.7041015625","0.7041015625","0.7041015625","0.73046875","0.73046875","0.73046875","0.29296875","0.29296875","0.29296875","0.0029296875","0.0029296875","0.0029296875","0.267578125","0.267578125","0.267578125","0.001953125","0.001953125","0.001953125","0.10166973125706136","0.10166973125706136","0.10166973125706136"
"222","0.7138671875","0.7138671875","0.7138671875","0.7392578125","0.7392578125","0.7392578125","0.28125","0.28125","0.28125","0.0048828125","0.0048828125","0.0048828125","0.2587890625","0.2587890625","0.2587890625","0.001953125","0.001953125","0.001953125","0.09265754281295813","0.09265754281295813","0.09265754281295813","0.7060546875","0.7060546875","0.7060546875","0.7373046875","0.7373046875","0.7373046875","0.29296875","0.29296875","0.29296875","0.0009765625","0.0009765625","0.0009765625","0.259765625","0.259765625","0.259765625","0.0029296875","0.0029296875","0.0029296875","0.09698012544686208","0.09698012544686208","0.09698012544686208","0.751953125","0.751953125","0.751953125","0.7197265625","0.7197265625","0.7197265625","0.2431640625","0.2431640625","0.2431640625","0.0048828125","0.0048828125","0.0048828125","0.279296875","0.279296875","0.279296875","0.0009765625","0.0009765625","0.0009765625","0.10358775524946395","0.10358775524946395","0.10358775524946395"
"223","0.76171875","0.76171875","0.76171875","0.7119140625","0.7119140625","0.7119140625","0.228515625","0.228515625","0.228515625","0.009765625","0.009765625","0.009765625","0.28515625","0.28515625","0.28515625","0.0029296875","0.0029296875","0.0029296875","0.11599757744988892","0.11599757744988892","0.11599757744988892","0.7568359375","0.7568359375","0.7568359375","0.7138671875","0.7138671875","0.7138671875","0.2373046875","0.2373046875","0.2373046875","0.005859375","0.005859375","0.005859375","0.2822265625","0.2822265625","0.2822265625","0.00390625","0.00390625","0.00390625","0.11770899129624013","0.11770899129624013","0.11770899129624013","0.6416015625","0.6416015625","0.6416015625","0.7236328125","0.7236328125","0.7236328125","0.357421875","0.357421875","0.357421875","0.0009765625","0.0009765625","0.0009765625","0.2744140625","0.2744140625","0.2744140625","0.001953125","0.001953125","0.001953125","0.11099908934556879","0.11099908934556879","0.11099908934556879"
"224","0.7431640625","0.7431640625","0.7431640625","0.7412109375","0.7412109375","0.7412109375","0.25390625","0.25390625","0.25390625","0.0029296875","0.0029296875","0.0029296875","0.2578125","0.2578125","0.2578125","0.0009765625","0.0009765625","0.0009765625","0.10275123958854238","0.10275123958854238","0.10275123958854238","0.7333984375","0.7333984375","0.7333984375","0.7080078125","0.7080078125","0.7080078125","0.2626953125","0.2626953125","0.2626953125","0.00390625","0.00390625","0.00390625","0.2890625","0.2890625","0.2890625","0.0029296875","0.0029296875","0.0029296875","0.10849798849812942","0.10849798849812942","0.10849798849812942","0.67578125","0.67578125","0.67578125","0.7158203125","0.7158203125","0.7158203125","0.3232421875","0.3232421875","0.3232421875","0.0009765625","0.0009765625","0.0009765625","0.28125","0.28125","0.28125","0.0029296875","0.0029296875","0.0029296875","0.10477859881211771","0.10477859881211771","0.10477859881211771"
"225","0.6259765625","0.6259765625","0.6259765625","0.69140625","0.69140625","0.69140625","0.3740234375","0.3740234375","0.3740234375","0","0","0","0.3046875","0.3046875","0.3046875","0.00390625","0.00390625","0.00390625","0.11605803218844812","0.11605803218844812","0.11605803218844812","0.650390625","0.650390625","0.650390625","0.7119140625","0.7119140625","0.7119140625","0.349609375","0.349609375","0.349609375","0","0","0","0.28515625","0.28515625","0.28515625","0.0029296875","0.0029296875","0.0029296875","0.11466948273300659","0.11466948273300659","0.11466948273300659","0.748046875","0.748046875","0.748046875","0.71484375","0.71484375","0.71484375","0.25","0.25","0.25","0.001953125","0.001953125","0.001953125","0.28515625","0.28515625","0.28515625","0","0","0","0.10100333373702597","0.10100333373702597","0.10100333373702597"
"226","0.7685546875","0.7685546875","0.7685546875","0.7255859375","0.7255859375","0.7255859375","0.2275390625","0.2275390625","0.2275390625","0.00390625","0.00390625","0.00390625","0.2744140625","0.2744140625","0.2744140625","0","0","0","0.09584084193920717","0.09584084193920717","0.09584084193920717","0.74609375","0.74609375","0.74609375","0.740234375","0.740234375","0.740234375","0.2490234375","0.2490234375","0.2490234375","0.0048828125","0.0048828125","0.0048828125","0.2587890625","0.2587890625","0.2587890625","0.0009765625","0.0009765625","0.0009765625","0.09163161550532095","0.09163161550532095","0.09163161550532095","0.77734375","0.77734375","0.77734375","0.728515625","0.728515625","0.728515625","0.2197265625","0.2197265625","0.2197265625","0.0029296875","0.0029296875","0.0029296875","0.26953125","0.26953125","0.26953125","0.001953125","0.001953125","0.001953125","0.0993632687459467","0.0993632687459467","0.0993632687459467"
"227","0.673828125","0.673828125","0.673828125","0.7421875","0.7421875","0.7421875","0.32421875","0.32421875","0.32421875","0.001953125","0.001953125","0.001953125","0.2568359375","0.2568359375","0.2568359375","0.0009765625","0.0009765625","0.0009765625","0.10171091883239569","0.10171091883239569","0.10171091883239569","0.623046875","0.623046875","0.623046875","0.74609375","0.74609375","0.74609375","0.376953125","0.376953125","0.376953125","0","0","0","0.2509765625","0.2509765625","0.2509765625","0.0029296875","0.0029296875","0.0029296875","0.10066086312144762","0.10066086312144762","0.10066086312144762","0.72265625","0.72265625","0.72265625","0.693359375","0.693359375","0.693359375","0.2744140625","0.2744140625","0.2744140625","0.0029296875","0.0029296875","0.0029296875","0.30078125","0.30078125","0.30078125","0.005859375","0.005859375","0.005859375","0.10400270059835748","0.10400270059835748","0.10400270059835748"
"228","0.7294921875","0.7294921875","0.7294921875","0.734375","0.734375","0.734375","0.267578125","0.267578125","0.267578125","0.0029296875","0.0029296875","0.0029296875","0.2646484375","0.2646484375","0.2646484375","0.0009765625","0.0009765625","0.0009765625","0.10216630113427527","0.10216630113427527","0.10216630113427527","0.716796875","0.716796875","0.716796875","0.755859375","0.755859375","0.755859375","0.2783203125","0.2783203125","0.2783203125","0.0048828125","0.0048828125","0.0048828125","0.2431640625","0.2431640625","0.2431640625","0.0009765625","0.0009765625","0.0009765625","0.0907623696984956","0.0907623696984956","0.0907623696984956","0.6884765625","0.6884765625","0.6884765625","0.73828125","0.73828125","0.73828125","0.3115234375","0.3115234375","0.3115234375","0","0","0","0.2587890625","0.2587890625","0.2587890625","0.0029296875","0.0029296875","0.0029296875","0.09405416280787904","0.09405416280787904","0.09405416280787904"
"229","0.7685546875","0.7685546875","0.7685546875","0.71484375","0.71484375","0.71484375","0.2275390625","0.2275390625","0.2275390625","0.00390625","0.00390625","0.00390625","0.283203125","0.283203125","0.283203125","0.001953125","0.001953125","0.001953125","0.10720288113952847","0.10720288113952847","0.10720288113952847","0.732421875","0.732421875","0.732421875","0.6923828125","0.6923828125","0.6923828125","0.2646484375","0.2646484375","0.2646484375","0.0029296875","0.0029296875","0.0029296875","0.3046875","0.3046875","0.3046875","0.0029296875","0.0029296875","0.0029296875","0.1087816924409708","0.1087816924409708","0.1087816924409708","0.69921875","0.69921875","0.69921875","0.7431640625","0.7431640625","0.7431640625","0.298828125","0.298828125","0.298828125","0.001953125","0.001953125","0.001953125","0.255859375","0.255859375","0.255859375","0.0009765625","0.0009765625","0.0009765625","0.0947378482305794","0.0947378482305794","0.0947378482305794"
"230","0.78125","0.78125","0.78125","0.736328125","0.736328125","0.736328125","0.2158203125","0.2158203125","0.2158203125","0.0029296875","0.0029296875","0.0029296875","0.26171875","0.26171875","0.26171875","0.001953125","0.001953125","0.001953125","0.10110494802211178","0.10110494802211178","0.10110494802211178","0.7392578125","0.7392578125","0.7392578125","0.7314453125","0.7314453125","0.7314453125","0.255859375","0.255859375","0.255859375","0.0048828125","0.0048828125","0.0048828125","0.2666015625","0.2666015625","0.2666015625","0.001953125","0.001953125","0.001953125","0.1081109544102219","0.1081109544102219","0.1081109544102219","0.724609375","0.724609375","0.724609375","0.7314453125","0.7314453125","0.7314453125","0.2744140625","0.2744140625","0.2744140625","0.0009765625","0.0009765625","0.0009765625","0.2685546875","0.2685546875","0.2685546875","0","0","0","0.09522402759102988","0.09522402759102988","0.09522402759102988"
"231","0.6962890625","0.6962890625","0.6962890625","0.7294921875","0.7294921875","0.7294921875","0.3037109375","0.3037109375","0.3037109375","0","0","0","0.2685546875","0.2685546875","0.2685546875","0.001953125","0.001953125","0.001953125","0.09504235142230755","0.09504235142230755","0.09504235142230755","0.751953125","0.751953125","0.751953125","0.7099609375","0.7099609375","0.7099609375","0.2451171875","0.2451171875","0.2451171875","0.0029296875","0.0029296875","0.0029296875","0.28515625","0.28515625","0.28515625","0.0048828125","0.0048828125","0.0048828125","0.1061234481894644","0.1061234481894644","0.1061234481894644","0.755859375","0.755859375","0.755859375","0.7294921875","0.7294921875","0.7294921875","0.2421875","0.2421875","0.2421875","0.001953125","0.001953125","0.001953125","0.26953125","0.26953125","0.26953125","0.0009765625","0.0009765625","0.0009765625","0.09201811040111352","0.09201811040111352","0.09201811040111352"
"232","0.666015625","0.666015625","0.666015625","0.703125","0.703125","0.703125","0.330078125","0.330078125","0.330078125","0.00390625","0.00390625","0.00390625","0.291015625","0.291015625","0.291015625","0.005859375","0.005859375","0.005859375","0.10075182623040746","0.10075182623040746","0.10075182623040746","0.6513671875","0.6513671875","0.6513671875","0.7099609375","0.7099609375","0.7099609375","0.34765625","0.34765625","0.34765625","0.0009765625","0.0009765625","0.0009765625","0.2861328125","0.2861328125","0.2861328125","0.00390625","0.00390625","0.00390625","0.10808992497914005","0.10808992497914005","0.10808992497914005","0.677734375","0.677734375","0.677734375","0.728515625","0.728515625","0.728515625","0.3212890625","0.3212890625","0.3212890625","0.0009765625","0.0009765625","0.0009765625","0.26953125","0.26953125","0.26953125","0.001953125","0.001953125","0.001953125","0.10422340010700282","0.10422340010700282","0.10422340010700282"
"233","0.70703125","0.70703125","0.70703125","0.732421875","0.732421875","0.732421875","0.29296875","0.29296875","0.29296875","0","0","0","0.265625","0.265625","0.265625","0.001953125","0.001953125","0.001953125","0.09396307842689566","0.09396307842689566","0.09396307842689566","0.7646484375","0.7646484375","0.7646484375","0.72265625","0.72265625","0.72265625","0.2265625","0.2265625","0.2265625","0.0087890625","0.0087890625","0.0087890625","0.2744140625","0.2744140625","0.2744140625","0.0029296875","0.0029296875","0.0029296875","0.11071852099848911","0.11071852099848911","0.11071852099848911","0.72265625","0.72265625","0.72265625","0.7216796875","0.7216796875","0.7216796875","0.2763671875","0.2763671875","0.2763671875","0.0009765625","0.0009765625","0.0009765625","0.2763671875","0.2763671875","0.2763671875","0.001953125","0.001953125","0.001953125","0.10250474705389934","0.10250474705389934","0.10250474705389934"
"234","0.751953125","0.751953125","0.751953125","0.740234375","0.740234375","0.740234375","0.24609375","0.24609375","0.24609375","0.001953125","0.001953125","0.001953125","0.2587890625","0.2587890625","0.2587890625","0.0009765625","0.0009765625","0.0009765625","0.0940456550597446","0.0940456550597446","0.0940456550597446","0.7138671875","0.7138671875","0.7138671875","0.7314453125","0.7314453125","0.7314453125","0.279296875","0.279296875","0.279296875","0.0068359375","0.0068359375","0.0068359375","0.2666015625","0.2666015625","0.2666015625","0.001953125","0.001953125","0.001953125","0.09971638795832405","0.09971638795832405","0.09971638795832405","0.763671875","0.763671875","0.763671875","0.7255859375","0.7255859375","0.7255859375","0.2333984375","0.2333984375","0.2333984375","0.0029296875","0.0029296875","0.0029296875","0.2744140625","0.2744140625","0.2744140625","0","0","0","0.09929664982473696","0.09929664982473696","0.09929664982473696"
