"Step","2of3-test_accuracy","2of3-test_accuracy__MIN","2of3-test_accuracy__MAX","2of3-accuracy","2of3-accuracy__MIN","2of3-accuracy__MAX","2of3-test_err1","2of3-test_err1__MIN","2of3-test_err1__MAX","2of3-test_err2","2of3-test_err2__MIN","2of3-test_err2__MAX","2of3-err1","2of3-err1__MIN","2of3-err1__MAX","2of3-err2","2of3-err2__MIN","2of3-err2__MAX","2of3-loss","2of3-loss__MIN","2of3-loss__MAX","1of3-test_accuracy","1of3-test_accuracy__MIN","1of3-test_accuracy__MAX","1of3-accuracy","1of3-accuracy__MIN","1of3-accuracy__MAX","1of3-test_err1","1of3-test_err1__MIN","1of3-test_err1__MAX","1of3-test_err2","1of3-test_err2__MIN","1of3-test_err2__MAX","1of3-err1","1of3-err1__MIN","1of3-err1__MAX","1of3-err2","1of3-err2__MIN","1of3-err2__MAX","1of3-loss","1of3-loss__MIN","1of3-loss__MAX","0of3-test_accuracy","0of3-test_accuracy__MIN","0of3-test_accuracy__MAX","0of3-accuracy","0of3-accuracy__MIN","0of3-accuracy__MAX","0of3-test_err1","0of3-test_err1__MIN","0of3-test_err1__MAX","0of3-test_err2","0of3-test_err2__MIN","0of3-test_err2__MAX","0of3-err1","0of3-err1__MIN","0of3-err1__MAX","0of3-err2","0of3-err2__MIN","0of3-err2__MAX","0of3-loss","0of3-loss__MIN","0of3-loss__MAX"
"187","0.77734375","0.77734375","0.77734375","0.6943359375","0.6943359375","0.6943359375","0.2177734375","0.2177734375","0.2177734375","0.0048828125","0.0048828125","0.0048828125","0.302734375","0.302734375","0.302734375","0.0029296875","0.0029296875","0.0029296875","0.11091514244617429","0.11091514244617429","0.11091514244617429","0.732421875","0.732421875","0.732421875","0.7236328125","0.7236328125","0.7236328125","0.2587890625","0.2587890625","0.2587890625","0.0087890625","0.0087890625","0.0087890625","0.2734375","0.2734375","0.2734375","0.0029296875","0.0029296875","0.0029296875","0.11015561769454507","0.11015561769454507","0.11015561769454507","0.763671875","0.763671875","0.763671875","0.7265625","0.7265625","0.7265625","0.234375","0.234375","0.234375","0.001953125","0.001953125","0.001953125","0.2705078125","0.2705078125","0.2705078125","0.0029296875","0.0029296875","0.0029296875","0.10358641902712407","0.10358641902712407","0.10358641902712407"
"188","0.7431640625","0.7431640625","0.7431640625","0.71875","0.71875","0.71875","0.2529296875","0.2529296875","0.2529296875","0.00390625","0.00390625","0.00390625","0.279296875","0.279296875","0.279296875","0.001953125","0.001953125","0.001953125","0.09963579549366841","0.09963579549366841","0.09963579549366841","0.7109375","0.7109375","0.7109375","0.71484375","0.71484375","0.71484375","0.2880859375","0.2880859375","0.2880859375","0.0009765625","0.0009765625","0.0009765625","0.2822265625","0.2822265625","0.2822265625","0.0029296875","0.0029296875","0.0029296875","0.1095475989714032","0.1095475989714032","0.1095475989714032","0.7265625","0.7265625","0.7265625","0.7041015625","0.7041015625","0.7041015625","0.2685546875","0.2685546875","0.2685546875","0.0048828125","0.0048828125","0.0048828125","0.2939453125","0.2939453125","0.2939453125","0.001953125","0.001953125","0.001953125","0.10573528638633434","0.10573528638633434","0.10573528638633434"
"189","0.701171875","0.701171875","0.701171875","0.7216796875","0.7216796875","0.7216796875","0.298828125","0.298828125","0.298828125","0","0","0","0.2744140625","0.2744140625","0.2744140625","0.00390625","0.00390625","0.00390625","0.10347214926150627","0.10347214926150627","0.10347214926150627","0.6552734375","0.6552734375","0.6552734375","0.6953125","0.6953125","0.6953125","0.3447265625","0.3447265625","0.3447265625","0","0","0","0.2998046875","0.2998046875","0.2998046875","0.0048828125","0.0048828125","0.0048828125","0.11465483054053038","0.11465483054053038","0.11465483054053038","0.7294921875","0.7294921875","0.7294921875","0.6962890625","0.6962890625","0.6962890625","0.26953125","0.26953125","0.26953125","0.0009765625","0.0009765625","0.0009765625","0.2998046875","0.2998046875","0.2998046875","0.00390625","0.00390625","0.00390625","0.10808794207696337","0.10808794207696337","0.10808794207696337"
"190","0.62890625","0.62890625","0.62890625","0.716796875","0.716796875","0.716796875","0.37109375","0.37109375","0.37109375","0","0","0","0.28125","0.28125","0.28125","0.001953125","0.001953125","0.001953125","0.11449431459186599","0.11449431459186599","0.11449431459186599","0.6845703125","0.6845703125","0.6845703125","0.720703125","0.720703125","0.720703125","0.3134765625","0.3134765625","0.3134765625","0.001953125","0.001953125","0.001953125","0.2783203125","0.2783203125","0.2783203125","0.0009765625","0.0009765625","0.0009765625","0.10581466878647916","0.10581466878647916","0.10581466878647916","0.6796875","0.6796875","0.6796875","0.703125","0.703125","0.703125","0.318359375","0.318359375","0.318359375","0.001953125","0.001953125","0.001953125","0.294921875","0.294921875","0.294921875","0.001953125","0.001953125","0.001953125","0.10804630539496429","0.10804630539496429","0.10804630539496429"
"191","0.728515625","0.728515625","0.728515625","0.734375","0.734375","0.734375","0.2705078125","0.2705078125","0.2705078125","0.0009765625","0.0009765625","0.0009765625","0.263671875","0.263671875","0.263671875","0.001953125","0.001953125","0.001953125","0.10547429640428163","0.10547429640428163","0.10547429640428163","0.65625","0.65625","0.65625","0.720703125","0.720703125","0.720703125","0.33984375","0.33984375","0.33984375","0.00390625","0.00390625","0.00390625","0.2783203125","0.2783203125","0.2783203125","0.0009765625","0.0009765625","0.0009765625","0.11121045549953124","0.11121045549953124","0.11121045549953124","0.7138671875","0.7138671875","0.7138671875","0.728515625","0.728515625","0.728515625","0.28515625","0.28515625","0.28515625","0.0009765625","0.0009765625","0.0009765625","0.26953125","0.26953125","0.26953125","0.001953125","0.001953125","0.001953125","0.10052801290294155","0.10052801290294155","0.10052801290294155"
"192","0.7412109375","0.7412109375","0.7412109375","0.7216796875","0.7216796875","0.7216796875","0.2568359375","0.2568359375","0.2568359375","0.001953125","0.001953125","0.001953125","0.2783203125","0.2783203125","0.2783203125","0","0","0","0.09729467292345362","0.09729467292345362","0.09729467292345362","0.75","0.75","0.75","0.7197265625","0.7197265625","0.7197265625","0.2451171875","0.2451171875","0.2451171875","0.0048828125","0.0048828125","0.0048828125","0.2783203125","0.2783203125","0.2783203125","0.001953125","0.001953125","0.001953125","0.10753694345476106","0.10753694345476106","0.10753694345476106","0.7734375","0.7734375","0.7734375","0.7080078125","0.7080078125","0.7080078125","0.220703125","0.220703125","0.220703125","0.005859375","0.005859375","0.005859375","0.291015625","0.291015625","0.291015625","0.0009765625","0.0009765625","0.0009765625","0.1053157016140176","0.1053157016140176","0.1053157016140176"
"193","0.7158203125","0.7158203125","0.7158203125","0.7236328125","0.7236328125","0.7236328125","0.28125","0.28125","0.28125","0.0029296875","0.0029296875","0.0029296875","0.271484375","0.271484375","0.271484375","0.0048828125","0.0048828125","0.0048828125","0.108054713018646","0.108054713018646","0.108054713018646","0.7216796875","0.7216796875","0.7216796875","0.7177734375","0.7177734375","0.7177734375","0.2744140625","0.2744140625","0.2744140625","0.00390625","0.00390625","0.00390625","0.2802734375","0.2802734375","0.2802734375","0.001953125","0.001953125","0.001953125","0.10744229520787485","0.10744229520787485","0.10744229520787485","0.6962890625","0.6962890625","0.6962890625","0.7353515625","0.7353515625","0.7353515625","0.302734375","0.302734375","0.302734375","0.0009765625","0.0009765625","0.0009765625","0.26171875","0.26171875","0.26171875","0.0029296875","0.0029296875","0.0029296875","0.10452840500511229","0.10452840500511229","0.10452840500511229"
"194","0.6640625","0.6640625","0.6640625","0.6982421875","0.6982421875","0.6982421875","0.3359375","0.3359375","0.3359375","0","0","0","0.298828125","0.298828125","0.298828125","0.0029296875","0.0029296875","0.0029296875","0.1187307146465173","0.1187307146465173","0.1187307146465173","0.6767578125","0.6767578125","0.6767578125","0.7255859375","0.7255859375","0.7255859375","0.318359375","0.318359375","0.318359375","0.0048828125","0.0048828125","0.0048828125","0.2724609375","0.2724609375","0.2724609375","0.001953125","0.001953125","0.001953125","0.11045211283635581","0.11045211283635581","0.11045211283635581","0.748046875","0.748046875","0.748046875","0.751953125","0.751953125","0.751953125","0.25","0.25","0.25","0.001953125","0.001953125","0.001953125","0.2470703125","0.2470703125","0.2470703125","0.0009765625","0.0009765625","0.0009765625","0.09643050706654321","0.09643050706654321","0.09643050706654321"
"195","0.7763671875","0.7763671875","0.7763671875","0.7021484375","0.7021484375","0.7021484375","0.21875","0.21875","0.21875","0.0048828125","0.0048828125","0.0048828125","0.2958984375","0.2958984375","0.2958984375","0.001953125","0.001953125","0.001953125","0.10227099253097549","0.10227099253097549","0.10227099253097549","0.8017578125","0.8017578125","0.8017578125","0.6962890625","0.6962890625","0.6962890625","0.19140625","0.19140625","0.19140625","0.0068359375","0.0068359375","0.0068359375","0.30078125","0.30078125","0.30078125","0.0029296875","0.0029296875","0.0029296875","0.10733770657679997","0.10733770657679997","0.10733770657679997","0.7763671875","0.7763671875","0.7763671875","0.7265625","0.7265625","0.7265625","0.2197265625","0.2197265625","0.2197265625","0.00390625","0.00390625","0.00390625","0.271484375","0.271484375","0.271484375","0.001953125","0.001953125","0.001953125","0.09859414993115934","0.09859414993115934","0.09859414993115934"
"196","0.72265625","0.72265625","0.72265625","0.7255859375","0.7255859375","0.7255859375","0.275390625","0.275390625","0.275390625","0.001953125","0.001953125","0.001953125","0.2724609375","0.2724609375","0.2724609375","0.001953125","0.001953125","0.001953125","0.10038010349671822","0.10038010349671822","0.10038010349671822","0.7177734375","0.7177734375","0.7177734375","0.7197265625","0.7197265625","0.7197265625","0.28125","0.28125","0.28125","0.0009765625","0.0009765625","0.0009765625","0.279296875","0.279296875","0.279296875","0.0009765625","0.0009765625","0.0009765625","0.10292465361999348","0.10292465361999348","0.10292465361999348","0.701171875","0.701171875","0.701171875","0.720703125","0.720703125","0.720703125","0.2978515625","0.2978515625","0.2978515625","0.0009765625","0.0009765625","0.0009765625","0.2783203125","0.2783203125","0.2783203125","0.0009765625","0.0009765625","0.0009765625","0.10396628829766996","0.10396628829766996","0.10396628829766996"
"197","0.71875","0.71875","0.71875","0.7001953125","0.7001953125","0.7001953125","0.2802734375","0.2802734375","0.2802734375","0.0009765625","0.0009765625","0.0009765625","0.2978515625","0.2978515625","0.2978515625","0.001953125","0.001953125","0.001953125","0.1126578586481628","0.1126578586481628","0.1126578586481628","0.66796875","0.66796875","0.66796875","0.703125","0.703125","0.703125","0.3310546875","0.3310546875","0.3310546875","0.0009765625","0.0009765625","0.0009765625","0.29296875","0.29296875","0.29296875","0.00390625","0.00390625","0.00390625","0.1163198322574317","0.1163198322574317","0.1163198322574317","0.705078125","0.705078125","0.705078125","0.7138671875","0.7138671875","0.7138671875","0.2939453125","0.2939453125","0.2939453125","0.0009765625","0.0009765625","0.0009765625","0.2822265625","0.2822265625","0.2822265625","0.00390625","0.00390625","0.00390625","0.10371011673123576","0.10371011673123576","0.10371011673123576"
"198","0.724609375","0.724609375","0.724609375","0.7216796875","0.7216796875","0.7216796875","0.2724609375","0.2724609375","0.2724609375","0.0029296875","0.0029296875","0.0029296875","0.275390625","0.275390625","0.275390625","0.0029296875","0.0029296875","0.0029296875","0.10747674131926033","0.10747674131926033","0.10747674131926033","0.7880859375","0.7880859375","0.7880859375","0.7158203125","0.7158203125","0.7158203125","0.203125","0.203125","0.203125","0.0087890625","0.0087890625","0.0087890625","0.2822265625","0.2822265625","0.2822265625","0.001953125","0.001953125","0.001953125","0.10401401487615658","0.10401401487615658","0.10401401487615658","0.7412109375","0.7412109375","0.7412109375","0.728515625","0.728515625","0.728515625","0.2568359375","0.2568359375","0.2568359375","0.001953125","0.001953125","0.001953125","0.2685546875","0.2685546875","0.2685546875","0.0029296875","0.0029296875","0.0029296875","0.10389038958965102","0.10389038958965102","0.10389038958965102"
"199","0.7255859375","0.7255859375","0.7255859375","0.7099609375","0.7099609375","0.7099609375","0.2734375","0.2734375","0.2734375","0.0009765625","0.0009765625","0.0009765625","0.2880859375","0.2880859375","0.2880859375","0.001953125","0.001953125","0.001953125","0.10543984594551148","0.10543984594551148","0.10543984594551148","0.6708984375","0.6708984375","0.6708984375","0.7177734375","0.7177734375","0.7177734375","0.326171875","0.326171875","0.326171875","0.0029296875","0.0029296875","0.0029296875","0.2783203125","0.2783203125","0.2783203125","0.00390625","0.00390625","0.00390625","0.11405704262688232","0.11405704262688232","0.11405704262688232","0.7578125","0.7578125","0.7578125","0.7216796875","0.7216796875","0.7216796875","0.2392578125","0.2392578125","0.2392578125","0.0029296875","0.0029296875","0.0029296875","0.27734375","0.27734375","0.27734375","0.0009765625","0.0009765625","0.0009765625","0.10507281273021363","0.10507281273021363","0.10507281273021363"
"200","0.7041015625","0.7041015625","0.7041015625","0.71875","0.71875","0.71875","0.29296875","0.29296875","0.29296875","0.0029296875","0.0029296875","0.0029296875","0.28125","0.28125","0.28125","0","0","0","0.10654865954711568","0.10654865954711568","0.10654865954711568","0.748046875","0.748046875","0.748046875","0.6953125","0.6953125","0.6953125","0.2470703125","0.2470703125","0.2470703125","0.0048828125","0.0048828125","0.0048828125","0.30078125","0.30078125","0.30078125","0.00390625","0.00390625","0.00390625","0.10724542358366307","0.10724542358366307","0.10724542358366307","0.689453125","0.689453125","0.689453125","0.71484375","0.71484375","0.71484375","0.30859375","0.30859375","0.30859375","0.001953125","0.001953125","0.001953125","0.283203125","0.283203125","0.283203125","0.001953125","0.001953125","0.001953125","0.10176431659783702","0.10176431659783702","0.10176431659783702"
"201","0.794921875","0.794921875","0.794921875","0.6943359375","0.6943359375","0.6943359375","0.1923828125","0.1923828125","0.1923828125","0.0126953125","0.0126953125","0.0126953125","0.3056640625","0.3056640625","0.3056640625","0","0","0","0.12062278912344482","0.12062278912344482","0.12062278912344482","0.724609375","0.724609375","0.724609375","0.7060546875","0.7060546875","0.7060546875","0.275390625","0.275390625","0.275390625","0","0","0","0.2919921875","0.2919921875","0.2919921875","0.001953125","0.001953125","0.001953125","0.11150465806713328","0.11150465806713328","0.11150465806713328","0.6630859375","0.6630859375","0.6630859375","0.69921875","0.69921875","0.69921875","0.3349609375","0.3349609375","0.3349609375","0.001953125","0.001953125","0.001953125","0.296875","0.296875","0.296875","0.00390625","0.00390625","0.00390625","0.11487583114649169","0.11487583114649169","0.11487583114649169"
"202","0.7470703125","0.7470703125","0.7470703125","0.693359375","0.693359375","0.693359375","0.248046875","0.248046875","0.248046875","0.0048828125","0.0048828125","0.0048828125","0.3046875","0.3046875","0.3046875","0.001953125","0.001953125","0.001953125","0.1332224285142729","0.1332224285142729","0.1332224285142729","0.72265625","0.72265625","0.72265625","0.7431640625","0.7431640625","0.7431640625","0.275390625","0.275390625","0.275390625","0.001953125","0.001953125","0.001953125","0.255859375","0.255859375","0.255859375","0.0009765625","0.0009765625","0.0009765625","0.09732007913044072","0.09732007913044072","0.09732007913044072","0.7568359375","0.7568359375","0.7568359375","0.7197265625","0.7197265625","0.7197265625","0.23828125","0.23828125","0.23828125","0.0048828125","0.0048828125","0.0048828125","0.27734375","0.27734375","0.27734375","0.0029296875","0.0029296875","0.0029296875","0.09829520076164044","0.09829520076164044","0.09829520076164044"
"203","0.7060546875","0.7060546875","0.7060546875","0.6982421875","0.6982421875","0.6982421875","0.2890625","0.2890625","0.2890625","0.0048828125","0.0048828125","0.0048828125","0.2978515625","0.2978515625","0.2978515625","0.00390625","0.00390625","0.00390625","0.11693631125672255","0.11693631125672255","0.11693631125672255","0.6611328125","0.6611328125","0.6611328125","0.708984375","0.708984375","0.708984375","0.3369140625","0.3369140625","0.3369140625","0.001953125","0.001953125","0.001953125","0.2890625","0.2890625","0.2890625","0.001953125","0.001953125","0.001953125","0.11008085980574833","0.11008085980574833","0.11008085980574833","0.71484375","0.71484375","0.71484375","0.728515625","0.728515625","0.728515625","0.283203125","0.283203125","0.283203125","0.001953125","0.001953125","0.001953125","0.2666015625","0.2666015625","0.2666015625","0.0048828125","0.0048828125","0.0048828125","0.10238876892981352","0.10238876892981352","0.10238876892981352"
"204","0.6650390625","0.6650390625","0.6650390625","0.7158203125","0.7158203125","0.7158203125","0.3330078125","0.3330078125","0.3330078125","0.001953125","0.001953125","0.001953125","0.283203125","0.283203125","0.283203125","0.0009765625","0.0009765625","0.0009765625","0.09779086371418089","0.09779086371418089","0.09779086371418089","0.6669921875","0.6669921875","0.6669921875","0.7197265625","0.7197265625","0.7197265625","0.3330078125","0.3330078125","0.3330078125","0","0","0","0.27734375","0.27734375","0.27734375","0.0029296875","0.0029296875","0.0029296875","0.1004537947155768","0.1004537947155768","0.1004537947155768","0.66015625","0.66015625","0.66015625","0.728515625","0.728515625","0.728515625","0.3388671875","0.3388671875","0.3388671875","0.0009765625","0.0009765625","0.0009765625","0.271484375","0.271484375","0.271484375","0","0","0","0.08836815384711372","0.08836815384711372","0.08836815384711372"
"205","0.673828125","0.673828125","0.673828125","0.7265625","0.7265625","0.7265625","0.3232421875","0.3232421875","0.3232421875","0.0029296875","0.0029296875","0.0029296875","0.2724609375","0.2724609375","0.2724609375","0.0009765625","0.0009765625","0.0009765625","0.10687028127722442","0.10687028127722442","0.10687028127722442","0.7587890625","0.7587890625","0.7587890625","0.7119140625","0.7119140625","0.7119140625","0.240234375","0.240234375","0.240234375","0.0009765625","0.0009765625","0.0009765625","0.2880859375","0.2880859375","0.2880859375","0","0","0","0.10713459650287405","0.10713459650287405","0.10713459650287405","0.7216796875","0.7216796875","0.7216796875","0.7001953125","0.7001953125","0.7001953125","0.2763671875","0.2763671875","0.2763671875","0.001953125","0.001953125","0.001953125","0.296875","0.296875","0.296875","0.0029296875","0.0029296875","0.0029296875","0.10528021208301652","0.10528021208301652","0.10528021208301652"
"206","0.7353515625","0.7353515625","0.7353515625","0.7255859375","0.7255859375","0.7255859375","0.2626953125","0.2626953125","0.2626953125","0.001953125","0.001953125","0.001953125","0.271484375","0.271484375","0.271484375","0.0029296875","0.0029296875","0.0029296875","0.10370790058368584","0.10370790058368584","0.10370790058368584","0.6943359375","0.6943359375","0.6943359375","0.70703125","0.70703125","0.70703125","0.3056640625","0.3056640625","0.3056640625","0","0","0","0.2900390625","0.2900390625","0.2900390625","0.0029296875","0.0029296875","0.0029296875","0.10129202117605018","0.10129202117605018","0.10129202117605018","0.6982421875","0.6982421875","0.6982421875","0.7109375","0.7109375","0.7109375","0.2998046875","0.2998046875","0.2998046875","0.001953125","0.001953125","0.001953125","0.283203125","0.283203125","0.283203125","0.005859375","0.005859375","0.005859375","0.1015676834867918","0.1015676834867918","0.1015676834867918"
"207","0.716796875","0.716796875","0.716796875","0.7353515625","0.7353515625","0.7353515625","0.28125","0.28125","0.28125","0.001953125","0.001953125","0.001953125","0.263671875","0.263671875","0.263671875","0.0009765625","0.0009765625","0.0009765625","0.09789848235959653","0.09789848235959653","0.09789848235959653","0.7119140625","0.7119140625","0.7119140625","0.716796875","0.716796875","0.716796875","0.2841796875","0.2841796875","0.2841796875","0.00390625","0.00390625","0.00390625","0.2802734375","0.2802734375","0.2802734375","0.0029296875","0.0029296875","0.0029296875","0.10649654464214109","0.10649654464214109","0.10649654464214109","0.7568359375","0.7568359375","0.7568359375","0.7109375","0.7109375","0.7109375","0.2421875","0.2421875","0.2421875","0.0009765625","0.0009765625","0.0009765625","0.2861328125","0.2861328125","0.2861328125","0.0029296875","0.0029296875","0.0029296875","0.09578701531063416","0.09578701531063416","0.09578701531063416"
"208","0.6689453125","0.6689453125","0.6689453125","0.6796875","0.6796875","0.6796875","0.330078125","0.330078125","0.330078125","0.0009765625","0.0009765625","0.0009765625","0.3173828125","0.3173828125","0.3173828125","0.0029296875","0.0029296875","0.0029296875","0.113036962604383","0.113036962604383","0.113036962604383","0.693359375","0.693359375","0.693359375","0.6796875","0.6796875","0.6796875","0.306640625","0.306640625","0.306640625","0","0","0","0.3173828125","0.3173828125","0.3173828125","0.0029296875","0.0029296875","0.0029296875","0.10909949672350194","0.10909949672350194","0.10909949672350194","0.701171875","0.701171875","0.701171875","0.724609375","0.724609375","0.724609375","0.2978515625","0.2978515625","0.2978515625","0.0009765625","0.0009765625","0.0009765625","0.2744140625","0.2744140625","0.2744140625","0.0009765625","0.0009765625","0.0009765625","0.105438143844367","0.105438143844367","0.105438143844367"
"209","0.80078125","0.80078125","0.80078125","0.70703125","0.70703125","0.70703125","0.19140625","0.19140625","0.19140625","0.0078125","0.0078125","0.0078125","0.2919921875","0.2919921875","0.2919921875","0.0009765625","0.0009765625","0.0009765625","0.10256247366487514","0.10256247366487514","0.10256247366487514","0.689453125","0.689453125","0.689453125","0.7197265625","0.7197265625","0.7197265625","0.30859375","0.30859375","0.30859375","0.001953125","0.001953125","0.001953125","0.2763671875","0.2763671875","0.2763671875","0.00390625","0.00390625","0.00390625","0.10940753929753555","0.10940753929753555","0.10940753929753555","0.712890625","0.712890625","0.712890625","0.73046875","0.73046875","0.73046875","0.2861328125","0.2861328125","0.2861328125","0.0009765625","0.0009765625","0.0009765625","0.2666015625","0.2666015625","0.2666015625","0.0029296875","0.0029296875","0.0029296875","0.10590375194442458","0.10590375194442458","0.10590375194442458"
"210","0.7255859375","0.7255859375","0.7255859375","0.7275390625","0.7275390625","0.7275390625","0.2744140625","0.2744140625","0.2744140625","0","0","0","0.2705078125","0.2705078125","0.2705078125","0.001953125","0.001953125","0.001953125","0.11036606885318179","0.11036606885318179","0.11036606885318179","0.7685546875","0.7685546875","0.7685546875","0.7255859375","0.7255859375","0.7255859375","0.2294921875","0.2294921875","0.2294921875","0.001953125","0.001953125","0.001953125","0.271484375","0.271484375","0.271484375","0.0029296875","0.0029296875","0.0029296875","0.10785211357870139","0.10785211357870139","0.10785211357870139","0.7001953125","0.7001953125","0.7001953125","0.7373046875","0.7373046875","0.7373046875","0.298828125","0.298828125","0.298828125","0.0009765625","0.0009765625","0.0009765625","0.259765625","0.259765625","0.259765625","0.0029296875","0.0029296875","0.0029296875","0.1016685794093064","0.1016685794093064","0.1016685794093064"
"211","0.6962890625","0.6962890625","0.6962890625","0.7021484375","0.7021484375","0.7021484375","0.302734375","0.302734375","0.302734375","0.0009765625","0.0009765625","0.0009765625","0.296875","0.296875","0.296875","0.0009765625","0.0009765625","0.0009765625","0.11323543729668017","0.11323543729668017","0.11323543729668017","0.755859375","0.755859375","0.755859375","0.7109375","0.7109375","0.7109375","0.2431640625","0.2431640625","0.2431640625","0.0009765625","0.0009765625","0.0009765625","0.287109375","0.287109375","0.287109375","0.001953125","0.001953125","0.001953125","0.11138805690279696","0.11138805690279696","0.11138805690279696","0.7255859375","0.7255859375","0.7255859375","0.736328125","0.736328125","0.736328125","0.271484375","0.271484375","0.271484375","0.0029296875","0.0029296875","0.0029296875","0.2626953125","0.2626953125","0.2626953125","0.0009765625","0.0009765625","0.0009765625","0.10524437479034532","0.10524437479034532","0.10524437479034532"
"212","0.6611328125","0.6611328125","0.6611328125","0.7333984375","0.7333984375","0.7333984375","0.3369140625","0.3369140625","0.3369140625","0.001953125","0.001953125","0.001953125","0.2666015625","0.2666015625","0.2666015625","0","0","0","0.10684619130915962","0.10684619130915962","0.10684619130915962","0.732421875","0.732421875","0.732421875","0.71875","0.71875","0.71875","0.259765625","0.259765625","0.259765625","0.0078125","0.0078125","0.0078125","0.2783203125","0.2783203125","0.2783203125","0.0029296875","0.0029296875","0.0029296875","0.1082341718574753","0.1082341718574753","0.1082341718574753","0.6396484375","0.6396484375","0.6396484375","0.705078125","0.705078125","0.705078125","0.3603515625","0.3603515625","0.3603515625","0","0","0","0.291015625","0.291015625","0.291015625","0.00390625","0.00390625","0.00390625","0.11013958885450847","0.11013958885450847","0.11013958885450847"
"213","0.7119140625","0.7119140625","0.7119140625","0.73828125","0.73828125","0.73828125","0.2880859375","0.2880859375","0.2880859375","0","0","0","0.26171875","0.26171875","0.26171875","0","0","0","0.09898353435346507","0.09898353435346507","0.09898353435346507","0.783203125","0.783203125","0.783203125","0.736328125","0.736328125","0.736328125","0.2138671875","0.2138671875","0.2138671875","0.0029296875","0.0029296875","0.0029296875","0.2607421875","0.2607421875","0.2607421875","0.0029296875","0.0029296875","0.0029296875","0.09747577638336224","0.09747577638336224","0.09747577638336224","0.7373046875","0.7373046875","0.7373046875","0.6943359375","0.6943359375","0.6943359375","0.26171875","0.26171875","0.26171875","0.0009765625","0.0009765625","0.0009765625","0.3046875","0.3046875","0.3046875","0.0009765625","0.0009765625","0.0009765625","0.09774332616507309","0.09774332616507309","0.09774332616507309"
"214","0.6796875","0.6796875","0.6796875","0.7001953125","0.7001953125","0.7001953125","0.3203125","0.3203125","0.3203125","0","0","0","0.298828125","0.298828125","0.298828125","0.0009765625","0.0009765625","0.0009765625","0.10832342385401716","0.10832342385401716","0.10832342385401716","0.6845703125","0.6845703125","0.6845703125","0.734375","0.734375","0.734375","0.314453125","0.314453125","0.314453125","0.0009765625","0.0009765625","0.0009765625","0.2646484375","0.2646484375","0.2646484375","0.0009765625","0.0009765625","0.0009765625","0.10816529362637084","0.10816529362637084","0.10816529362637084","0.669921875","0.669921875","0.669921875","0.7412109375","0.7412109375","0.7412109375","0.330078125","0.330078125","0.330078125","0","0","0","0.2548828125","0.2548828125","0.2548828125","0.00390625","0.00390625","0.00390625","0.1028391451400239","0.1028391451400239","0.1028391451400239"
"215","0.6640625","0.6640625","0.6640625","0.734375","0.734375","0.734375","0.3359375","0.3359375","0.3359375","0","0","0","0.2646484375","0.2646484375","0.2646484375","0.0009765625","0.0009765625","0.0009765625","0.09755679783120286","0.09755679783120286","0.09755679783120286","0.6181640625","0.6181640625","0.6181640625","0.705078125","0.705078125","0.705078125","0.37890625","0.37890625","0.37890625","0.0029296875","0.0029296875","0.0029296875","0.2919921875","0.2919921875","0.2919921875","0.0029296875","0.0029296875","0.0029296875","0.11098601480625803","0.11098601480625803","0.11098601480625803","0.671875","0.671875","0.671875","0.7001953125","0.7001953125","0.7001953125","0.3271484375","0.3271484375","0.3271484375","0.0009765625","0.0009765625","0.0009765625","0.294921875","0.294921875","0.294921875","0.0048828125","0.0048828125","0.0048828125","0.09990136978740338","0.09990136978740338","0.09990136978740338"
"216","0.7529296875","0.7529296875","0.7529296875","0.7353515625","0.7353515625","0.7353515625","0.2451171875","0.2451171875","0.2451171875","0.001953125","0.001953125","0.001953125","0.26171875","0.26171875","0.26171875","0.0029296875","0.0029296875","0.0029296875","0.10655158048757585","0.10655158048757585","0.10655158048757585","0.73828125","0.73828125","0.73828125","0.720703125","0.720703125","0.720703125","0.2587890625","0.2587890625","0.2587890625","0.0029296875","0.0029296875","0.0029296875","0.2783203125","0.2783203125","0.2783203125","0.0009765625","0.0009765625","0.0009765625","0.1020292437824537","0.1020292437824537","0.1020292437824537","0.779296875","0.779296875","0.779296875","0.7412109375","0.7412109375","0.7412109375","0.2158203125","0.2158203125","0.2158203125","0.0048828125","0.0048828125","0.0048828125","0.2587890625","0.2587890625","0.2587890625","0","0","0","0.09484281882032519","0.09484281882032519","0.09484281882032519"
"217","0.771484375","0.771484375","0.771484375","0.70703125","0.70703125","0.70703125","0.2265625","0.2265625","0.2265625","0.001953125","0.001953125","0.001953125","0.2919921875","0.2919921875","0.2919921875","0.0009765625","0.0009765625","0.0009765625","0.11809740416356362","0.11809740416356362","0.11809740416356362","0.7958984375","0.7958984375","0.7958984375","0.7265625","0.7265625","0.7265625","0.201171875","0.201171875","0.201171875","0.0029296875","0.0029296875","0.0029296875","0.2724609375","0.2724609375","0.2724609375","0.0009765625","0.0009765625","0.0009765625","0.11070845793437911","0.11070845793437911","0.11070845793437911","0.7724609375","0.7724609375","0.7724609375","0.728515625","0.728515625","0.728515625","0.2236328125","0.2236328125","0.2236328125","0.00390625","0.00390625","0.00390625","0.2685546875","0.2685546875","0.2685546875","0.0029296875","0.0029296875","0.0029296875","0.10705020438035717","0.10705020438035717","0.10705020438035717"
